date_game,box_score_url,visitor_team_name,visitor_pts,home_team_name,home_pts,overtimes,game_remarks
"Mon, Mar 11, 2013",/boxscores/201303110PHI.html,Brooklyn Nets,97,Philadelphia 76ers,106,,
"Mon, Mar 11, 2013",/boxscores/201303110PHO.html,Denver Nuggets,108,Phoenix Suns,93,,
"Mon, Mar 11, 2013",/boxscores/201303110SAS.html,Oklahoma City Thunder,93,San Antonio Spurs,105,,
"Mon, Mar 11, 2013",/boxscores/201303110UTA.html,Detroit Pistons,90,Utah Jazz,103,,
"Tue, Mar 12, 2013",/boxscores/201303120BRK.html,New Orleans Hornets,98,Brooklyn Nets,108,,
"Tue, Mar 12, 2013",/boxscores/201303120CHA.html,Boston Celtics,74,Charlotte Bobcats,100,,
"Tue, Mar 12, 2013",/boxscores/201303120CLE.html,Washington Wizards,90,Cleveland Cavaliers,95,,
"Tue, Mar 12, 2013",/boxscores/201303120MIA.html,Atlanta Hawks,81,Miami Heat,98,,
"Tue, Mar 12, 2013",/boxscores/201303120MIL.html,Dallas Mavericks,115,Milwaukee Bucks,108,,
"Tue, Mar 12, 2013",/boxscores/201303120MIN.html,San Antonio Spurs,83,Minnesota Timberwolves,107,,
"Tue, Mar 12, 2013",/boxscores/201303120ORL.html,Los Angeles Lakers,106,Orlando Magic,97,,
"Tue, Mar 12, 2013",/boxscores/201303120POR.html,Memphis Grizzlies,102,Portland Trail Blazers,97,,
"Wed, Mar 13, 2013",/boxscores/201303130ATL.html,Los Angeles Lakers,92,Atlanta Hawks,96,,
"Wed, Mar 13, 2013",/boxscores/201303130BOS.html,Toronto Raptors,88,Boston Celtics,112,,
"Wed, Mar 13, 2013",/boxscores/201303130DEN.html,New York Knicks,94,Denver Nuggets,117,,
"Wed, Mar 13, 2013",/boxscores/201303130GSW.html,Detroit Pistons,97,Golden State Warriors,105,,
"Wed, Mar 13, 2013",/boxscores/201303130HOU.html,Phoenix Suns,81,Houston Rockets,111,,
"Wed, Mar 13, 2013",/boxscores/201303130IND.html,Minnesota Timberwolves,91,Indiana Pacers,107,,
"Wed, Mar 13, 2013",/boxscores/201303130LAC.html,Memphis Grizzlies,96,Los Angeles Clippers,85,,
"Wed, Mar 13, 2013",/boxscores/201303130OKC.html,Utah Jazz,87,Oklahoma City Thunder,110,,
"Wed, Mar 13, 2013",/boxscores/201303130PHI.html,Miami Heat,98,Philadelphia 76ers,94,,
"Wed, Mar 13, 2013",/boxscores/201303130SAC.html,Chicago Bulls,79,Sacramento Kings,121,,
"Wed, Mar 13, 2013",/boxscores/201303130WAS.html,Milwaukee Bucks,93,Washington Wizards,106,,
"Thu, Mar 14, 2013",/boxscores/201303140POR.html,New York Knicks,90,Portland Trail Blazers,105,,
"Thu, Mar 14, 2013",/boxscores/201303140SAS.html,Dallas Mavericks,91,San Antonio Spurs,92,,
"Fri, Mar 15, 2013",/boxscores/201303150ATL.html,Phoenix Suns,94,Atlanta Hawks,107,,
"Fri, Mar 15, 2013",/boxscores/201303150DAL.html,Cleveland Cavaliers,86,Dallas Mavericks,96,,
"Fri, Mar 15, 2013",/boxscores/201303150DEN.html,Memphis Grizzlies,80,Denver Nuggets,87,,
"Fri, Mar 15, 2013",/boxscores/201303150GSW.html,Chicago Bulls,113,Golden State Warriors,95,,
"Fri, Mar 15, 2013",/boxscores/201303150HOU.html,Minnesota Timberwolves,100,Houston Rockets,108,,
"Fri, Mar 15, 2013",/boxscores/201303150IND.html,Los Angeles Lakers,99,Indiana Pacers,93,,
"Fri, Mar 15, 2013",/boxscores/201303150MIL.html,Miami Heat,107,Milwaukee Bucks,94,,
"Fri, Mar 15, 2013",/boxscores/201303150OKC.html,Orlando Magic,104,Oklahoma City Thunder,117,,
"Fri, Mar 15, 2013",/boxscores/201303150TOR.html,Charlotte Bobcats,78,Toronto Raptors,92,,
"Fri, Mar 15, 2013",/boxscores/201303150WAS.html,New Orleans Hornets,87,Washington Wizards,96,,
"Sat, Mar 16, 2013",/boxscores/201303160BOS.html,Charlotte Bobcats,88,Boston Celtics,105,,
"Sat, Mar 16, 2013",/boxscores/201303160PHI.html,Indiana Pacers,91,Philadelphia 76ers,98,,
"Sat, Mar 16, 2013",/boxscores/201303160POR.html,Detroit Pistons,101,Portland Trail Blazers,112,,
"Sat, Mar 16, 2013",/boxscores/201303160SAS.html,Cleveland Cavaliers,113,San Antonio Spurs,119,,
"Sat, Mar 16, 2013",/boxscores/201303160UTA.html,Memphis Grizzlies,84,Utah Jazz,90,,
"Sat, Mar 16, 2013",/boxscores/201303160WAS.html,Phoenix Suns,105,Washington Wizards,127,,
"Sun, Mar 17, 2013",/boxscores/201303170BRK.html,Atlanta Hawks,105,Brooklyn Nets,93,,
"Sun, Mar 17, 2013",/boxscores/201303170DAL.html,Oklahoma City Thunder,107,Dallas Mavericks,101,,
"Sun, Mar 17, 2013",/boxscores/201303170HOU.html,Golden State Warriors,108,Houston Rockets,78,,
"Sun, Mar 17, 2013",/boxscores/201303170LAC.html,New York Knicks,80,Los Angeles Clippers,93,,
"Sun, Mar 17, 2013",/boxscores/201303170LAL.html,Sacramento Kings,102,Los Angeles Lakers,113,,
"Sun, Mar 17, 2013",/boxscores/201303170MIL.html,Orlando Magic,109,Milwaukee Bucks,115,,
"Sun, Mar 17, 2013",/boxscores/201303170MIN.html,New Orleans Hornets,95,Minnesota Timberwolves,97,,
"Sun, Mar 17, 2013",/boxscores/201303170TOR.html,Miami Heat,108,Toronto Raptors,91,,
"Mon, Mar 18, 2013",/boxscores/201303180ATL.html,Dallas Mavericks,127,Atlanta Hawks,113,,
"Mon, Mar 18, 2013",/boxscores/201303180BOS.html,Miami Heat,105,Boston Celtics,103,,
"Mon, Mar 18, 2013",/boxscores/201303180CHA.html,Washington Wizards,114,Charlotte Bobcats,119,,
"Mon, Mar 18, 2013",/boxscores/201303180CHI.html,Denver Nuggets,119,Chicago Bulls,118,OT,
"Mon, Mar 18, 2013",/boxscores/201303180CLE.html,Indiana Pacers,111,Cleveland Cavaliers,90,,
"Mon, Mar 18, 2013",/boxscores/201303180DET.html,Brooklyn Nets,119,Detroit Pistons,82,,
"Mon, Mar 18, 2013",/boxscores/201303180MEM.html,Minnesota Timberwolves,77,Memphis Grizzlies,92,,
"Mon, Mar 18, 2013",/boxscores/201303180NOH.html,Golden State Warriors,93,New Orleans Hornets,72,,
"Mon, Mar 18, 2013",/boxscores/201303180PHI.html,Portland Trail Blazers,100,Philadelphia 76ers,101,,
"Mon, Mar 18, 2013",/boxscores/201303180PHO.html,Los Angeles Lakers,76,Phoenix Suns,99,,
"Mon, Mar 18, 2013",/boxscores/201303180UTA.html,New York Knicks,90,Utah Jazz,83,,
"Tue, Mar 19, 2013",/boxscores/201303190IND.html,Orlando Magic,73,Indiana Pacers,95,,
"Tue, Mar 19, 2013",/boxscores/201303190MIL.html,Portland Trail Blazers,95,Milwaukee Bucks,102,,
"Tue, Mar 19, 2013",/boxscores/201303190OKC.html,Denver Nuggets,114,Oklahoma City Thunder,104,,
"Tue, Mar 19, 2013",/boxscores/201303190SAC.html,Los Angeles Clippers,101,Sacramento Kings,116,,
"Wed, Mar 20, 2013",/boxscores/201303200ATL.html,Milwaukee Bucks,90,Atlanta Hawks,98,,
"Wed, Mar 20, 2013",/boxscores/201303200CHA.html,Toronto Raptors,101,Charlotte Bobcats,107,,
"Wed, Mar 20, 2013",/boxscores/201303200CLE.html,Miami Heat,98,Cleveland Cavaliers,95,,
"Wed, Mar 20, 2013",/boxscores/201303200DAL.html,Brooklyn Nets,113,Dallas Mavericks,96,,
"Wed, Mar 20, 2013",/boxscores/201303200HOU.html,Utah Jazz,93,Houston Rockets,100,,
"Wed, Mar 20, 2013",/boxscores/201303200LAC.html,Philadelphia 76ers,72,Los Angeles Clippers,101,,
"Wed, Mar 20, 2013",/boxscores/201303200MEM.html,Oklahoma City Thunder,89,Memphis Grizzlies,90,OT,
"Wed, Mar 20, 2013",/boxscores/201303200NOH.html,Boston Celtics,86,New Orleans Hornets,87,,
"Wed, Mar 20, 2013",/boxscores/201303200NYK.html,Orlando Magic,94,New York Knicks,106,,
"Wed, Mar 20, 2013",/boxscores/201303200PHO.html,Washington Wizards,88,Phoenix Suns,79,,
"Wed, Mar 20, 2013",/boxscores/201303200SAS.html,Golden State Warriors,93,San Antonio Spurs,104,,
"Thu, Mar 21, 2013",/boxscores/201303210CHI.html,Portland Trail Blazers,99,Chicago Bulls,89,,
"Thu, Mar 21, 2013",/boxscores/201303210DEN.html,Philadelphia 76ers,100,Denver Nuggets,101,,
"Thu, Mar 21, 2013",/boxscores/201303210SAC.html,Minnesota Timberwolves,98,Sacramento Kings,101,,
"Fri, Mar 22, 2013",/boxscores/201303220ATL.html,Portland Trail Blazers,104,Atlanta Hawks,93,,
"Fri, Mar 22, 2013",/boxscores/201303220DAL.html,Boston Celtics,94,Dallas Mavericks,104,,
"Fri, Mar 22, 2013",/boxscores/201303220HOU.html,Cleveland Cavaliers,78,Houston Rockets,116,,
"Fri, Mar 22, 2013",/boxscores/201303220IND.html,Milwaukee Bucks,78,Indiana Pacers,102,,
"Fri, Mar 22, 2013",/boxscores/201303220LAL.html,Washington Wizards,103,Los Angeles Lakers,100,,
"Fri, Mar 22, 2013",/boxscores/201303220MIA.html,Detroit Pistons,89,Miami Heat,103,,
"Fri, Mar 22, 2013",/boxscores/201303220NOH.html,Memphis Grizzlies,83,New Orleans Hornets,90,,
"Fri, Mar 22, 2013",/boxscores/201303220ORL.html,Oklahoma City Thunder,97,Orlando Magic,89,,
"Fri, Mar 22, 2013",/boxscores/201303220PHO.html,Minnesota Timberwolves,117,Phoenix Suns,86,,
"Fri, Mar 22, 2013",/boxscores/201303220SAS.html,Utah Jazz,97,San Antonio Spurs,104,OT,
"Fri, Mar 22, 2013",/boxscores/201303220TOR.html,New York Knicks,99,Toronto Raptors,94,,
"Sat, Mar 23, 2013",/boxscores/201303230CHA.html,Detroit Pistons,92,Charlotte Bobcats,91,,
"Sat, Mar 23, 2013",/boxscores/201303230CHI.html,Indiana Pacers,84,Chicago Bulls,87,,
"Sat, Mar 23, 2013",/boxscores/201303230DEN.html,Sacramento Kings,95,Denver Nuggets,101,,
"Sat, Mar 23, 2013",/boxscores/201303230GSW.html,Washington Wizards,92,Golden State Warriors,101,,
"Sat, Mar 23, 2013",/boxscores/201303230LAC.html,Brooklyn Nets,95,Los Angeles Clippers,101,,
"Sat, Mar 23, 2013",/boxscores/201303230MEM.html,Boston Celtics,106,Memphis Grizzlies,110,,
"Sat, Mar 23, 2013",/boxscores/201303230NYK.html,Toronto Raptors,84,New York Knicks,110,,
"Sun, Mar 24, 2013",/boxscores/201303240DAL.html,Utah Jazz,108,Dallas Mavericks,113,,
"Sun, Mar 24, 2013",/boxscores/201303240HOU.html,San Antonio Spurs,95,Houston Rockets,96,,
"Sun, Mar 24, 2013",/boxscores/201303240MIA.html,Charlotte Bobcats,77,Miami Heat,109,,
"Sun, Mar 24, 2013",/boxscores/201303240MIL.html,Atlanta Hawks,104,Milwaukee Bucks,99,,
"Sun, Mar 24, 2013",/boxscores/201303240MIN.html,Chicago Bulls,104,Minnesota Timberwolves,97,,
"Sun, Mar 24, 2013",/boxscores/201303240OKC.html,Portland Trail Blazers,83,Oklahoma City Thunder,103,,
"Sun, Mar 24, 2013",/boxscores/201303240PHO.html,Brooklyn Nets,102,Phoenix Suns,100,,
"Sun, Mar 24, 2013",/boxscores/201303240SAC.html,Philadelphia 76ers,117,Sacramento Kings,103,,
"Mon, Mar 25, 2013",/boxscores/201303250GSW.html,Los Angeles Lakers,103,Golden State Warriors,109,,
"Mon, Mar 25, 2013",/boxscores/201303250IND.html,Atlanta Hawks,94,Indiana Pacers,100,,
"Mon, Mar 25, 2013",/boxscores/201303250NOH.html,Denver Nuggets,86,New Orleans Hornets,110,,
"Mon, Mar 25, 2013",/boxscores/201303250ORL.html,Miami Heat,108,Orlando Magic,94,,
"Mon, Mar 25, 2013",/boxscores/201303250UTA.html,Philadelphia 76ers,91,Utah Jazz,107,,
"Mon, Mar 25, 2013",/boxscores/201303250WAS.html,Memphis Grizzlies,94,Washington Wizards,107,,
"Tue, Mar 26, 2013",/boxscores/201303260BOS.html,New York Knicks,100,Boston Celtics,85,,
"Tue, Mar 26, 2013",/boxscores/201303260DAL.html,Los Angeles Clippers,102,Dallas Mavericks,109,OT,
"Tue, Mar 26, 2013",/boxscores/201303260DET.html,Minnesota Timberwolves,105,Detroit Pistons,82,,
"Wed, Mar 27, 2013",/boxscores/201303270CHA.html,Orlando Magic,108,Charlotte Bobcats,114,,
"Wed, Mar 27, 2013",/boxscores/201303270CHI.html,Miami Heat,97,Chicago Bulls,101,,
"Wed, Mar 27, 2013",/boxscores/201303270CLE.html,Boston Celtics,93,Cleveland Cavaliers,92,,
"Wed, Mar 27, 2013",/boxscores/201303270GSW.html,Sacramento Kings,105,Golden State Warriors,98,,
"Wed, Mar 27, 2013",/boxscores/201303270HOU.html,Indiana Pacers,100,Houston Rockets,91,,
"Wed, Mar 27, 2013",/boxscores/201303270MIN.html,Los Angeles Lakers,120,Minnesota Timberwolves,117,,
"Wed, Mar 27, 2013",/boxscores/201303270NOH.html,Los Angeles Clippers,105,New Orleans Hornets,91,,
"Wed, Mar 27, 2013",/boxscores/201303270NYK.html,Memphis Grizzlies,101,New York Knicks,108,,
"Wed, Mar 27, 2013",/boxscores/201303270OKC.html,Washington Wizards,80,Oklahoma City Thunder,103,,
"Wed, Mar 27, 2013",/boxscores/201303270PHI.html,Milwaukee Bucks,92,Philadelphia 76ers,100,,
"Wed, Mar 27, 2013",/boxscores/201303270POR.html,Brooklyn Nets,111,Portland Trail Blazers,93,,
"Wed, Mar 27, 2013",/boxscores/201303270SAS.html,Denver Nuggets,99,San Antonio Spurs,100,,
"Wed, Mar 27, 2013",/boxscores/201303270TOR.html,Atlanta Hawks,107,Toronto Raptors,88,,
"Wed, Mar 27, 2013",/boxscores/201303270UTA.html,Phoenix Suns,88,Utah Jazz,103,,
"Thu, Mar 28, 2013",/boxscores/201303280DAL.html,Indiana Pacers,103,Dallas Mavericks,78,,
"Thu, Mar 28, 2013",/boxscores/201303280MIL.html,Los Angeles Lakers,103,Milwaukee Bucks,113,,
"Thu, Mar 28, 2013",/boxscores/201303280PHO.html,Sacramento Kings,117,Phoenix Suns,103,,
"Fri, Mar 29, 2013",/boxscores/201303290BOS.html,Atlanta Hawks,107,Boston Celtics,118,,
"Fri, Mar 29, 2013",/boxscores/201303290CLE.html,Philadelphia 76ers,97,Cleveland Cavaliers,87,,
"Fri, Mar 29, 2013",/boxscores/201303290DEN.html,Brooklyn Nets,87,Denver Nuggets,109,,
"Fri, Mar 29, 2013",/boxscores/201303290DET.html,Toronto Raptors,99,Detroit Pistons,82,,
"Fri, Mar 29, 2013",/boxscores/201303290MEM.html,Houston Rockets,94,Memphis Grizzlies,103,,
"Fri, Mar 29, 2013",/boxscores/201303290MIN.html,Oklahoma City Thunder,93,Minnesota Timberwolves,101,,
"Fri, Mar 29, 2013",/boxscores/201303290NOH.html,Miami Heat,108,New Orleans Hornets,89,,
"Fri, Mar 29, 2013",/boxscores/201303290NYK.html,Charlotte Bobcats,102,New York Knicks,111,,
"Fri, Mar 29, 2013",/boxscores/201303290ORL.html,Washington Wizards,92,Orlando Magic,97,,
"Fri, Mar 29, 2013",/boxscores/201303290POR.html,Utah Jazz,105,Portland Trail Blazers,95,,
"Fri, Mar 29, 2013",/boxscores/201303290SAS.html,Los Angeles Clippers,102,San Antonio Spurs,104,,
"Sat, Mar 30, 2013",/boxscores/201303300ATL.html,Orlando Magic,88,Atlanta Hawks,97,,
"Sat, Mar 30, 2013",/boxscores/201303300DAL.html,Chicago Bulls,98,Dallas Mavericks,100,,
"Sat, Mar 30, 2013",/boxscores/201303300GSW.html,Portland Trail Blazers,98,Golden State Warriors,125,,
"Sat, Mar 30, 2013",/boxscores/201303300HOU.html,Los Angeles Clippers,81,Houston Rockets,98,,
"Sat, Mar 30, 2013",/boxscores/201303300MIL.html,Oklahoma City Thunder,109,Milwaukee Bucks,99,,
"Sat, Mar 30, 2013",/boxscores/201303300MIN.html,Memphis Grizzlies,99,Minnesota Timberwolves,86,,
"Sat, Mar 30, 2013",/boxscores/201303300PHI.html,Charlotte Bobcats,92,Philadelphia 76ers,100,,
"Sat, Mar 30, 2013",/boxscores/201303300PHO.html,Indiana Pacers,112,Phoenix Suns,104,,
"Sat, Mar 30, 2013",/boxscores/201303300SAC.html,Los Angeles Lakers,103,Sacramento Kings,98,,
"Sat, Mar 30, 2013",/boxscores/201303300UTA.html,Brooklyn Nets,107,Utah Jazz,116,,
"Sun, Mar 31, 2013",/boxscores/201303310CHI.html,Detroit Pistons,94,Chicago Bulls,95,,
"Sun, Mar 31, 2013",/boxscores/201303310NOH.html,Cleveland Cavaliers,92,New Orleans Hornets,112,,
"Sun, Mar 31, 2013",/boxscores/201303310NYK.html,Boston Celtics,89,New York Knicks,108,,
"Sun, Mar 31, 2013",/boxscores/201303310SAS.html,Miami Heat,88,San Antonio Spurs,86,,
"Sun, Mar 31, 2013",/boxscores/201303310WAS.html,Toronto Raptors,92,Washington Wizards,109,,
"Mon, Apr 1, 2013",/boxscores/201304010ATL.html,Cleveland Cavaliers,94,Atlanta Hawks,102,,
"Mon, Apr 1, 2013",/boxscores/201304010HOU.html,Orlando Magic,103,Houston Rockets,111,,
"Mon, Apr 1, 2013",/boxscores/201304010LAC.html,Indiana Pacers,109,Los Angeles Clippers,106,,
"Mon, Apr 1, 2013",/boxscores/201304010MEM.html,San Antonio Spurs,90,Memphis Grizzlies,92,,
"Mon, Apr 1, 2013",/boxscores/201304010MIL.html,Charlotte Bobcats,102,Milwaukee Bucks,131,,
"Mon, Apr 1, 2013",/boxscores/201304010MIN.html,Boston Celtics,100,Minnesota Timberwolves,110,,
"Mon, Apr 1, 2013",/boxscores/201304010TOR.html,Detroit Pistons,108,Toronto Raptors,98,,
"Mon, Apr 1, 2013",/boxscores/201304010UTA.html,Portland Trail Blazers,102,Utah Jazz,112,,
"Tue, Apr 2, 2013",/boxscores/201304020LAL.html,Dallas Mavericks,81,Los Angeles Lakers,101,,
"Tue, Apr 2, 2013",/boxscores/201304020MIA.html,New York Knicks,102,Miami Heat,90,,
"Tue, Apr 2, 2013",/boxscores/201304020WAS.html,Chicago Bulls,86,Washington Wizards,90,,
"Wed, Apr 3, 2013",/boxscores/201304030ATL.html,New York Knicks,95,Atlanta Hawks,82,,
"Wed, Apr 3, 2013",/boxscores/201304030BOS.html,Detroit Pistons,93,Boston Celtics,98,,
"Wed, Apr 3, 2013",/boxscores/201304030CHA.html,Philadelphia 76ers,83,Charlotte Bobcats,88,,
"Wed, Apr 3, 2013",/boxscores/201304030CLE.html,Brooklyn Nets,113,Cleveland Cavaliers,95,,
"Wed, Apr 3, 2013",/boxscores/201304030GSW.html,New Orleans Hornets,88,Golden State Warriors,98,,
"Wed, Apr 3, 2013",/boxscores/201304030LAC.html,Phoenix Suns,101,Los Angeles Clippers,126,,
"Wed, Apr 3, 2013",/boxscores/201304030MIL.html,Minnesota Timberwolves,107,Milwaukee Bucks,98,,
"Wed, Apr 3, 2013",/boxscores/201304030POR.html,Memphis Grizzlies,94,Portland Trail Blazers,76,,
"Wed, Apr 3, 2013",/boxscores/201304030SAC.html,Houston Rockets,112,Sacramento Kings,102,,
"Wed, Apr 3, 2013",/boxscores/201304030SAS.html,Orlando Magic,84,San Antonio Spurs,98,,
"Wed, Apr 3, 2013",/boxscores/201304030TOR.html,Washington Wizards,78,Toronto Raptors,88,,
"Wed, Apr 3, 2013",/boxscores/201304030UTA.html,Denver Nuggets,113,Utah Jazz,96,,
"Thu, Apr 4, 2013",/boxscores/201304040BRK.html,Chicago Bulls,92,Brooklyn Nets,90,,
"Thu, Apr 4, 2013",/boxscores/201304040DEN.html,Dallas Mavericks,94,Denver Nuggets,95,,
"Thu, Apr 4, 2013",/boxscores/201304040OKC.html,San Antonio Spurs,88,Oklahoma City Thunder,100,,
"Fri, Apr 5, 2013",/boxscores/201304050ATL.html,Philadelphia 76ers,101,Atlanta Hawks,90,,
"Fri, Apr 5, 2013",/boxscores/201304050BOS.html,Cleveland Cavaliers,97,Boston Celtics,91,,
"Fri, Apr 5, 2013",/boxscores/201304050CHA.html,Miami Heat,89,Charlotte Bobcats,79,,
"Fri, Apr 5, 2013",/boxscores/201304050CHI.html,Orlando Magic,86,Chicago Bulls,87,,
"Fri, Apr 5, 2013",/boxscores/201304050IND.html,Oklahoma City Thunder,97,Indiana Pacers,75,,
"Fri, Apr 5, 2013",/boxscores/201304050LAL.html,Memphis Grizzlies,84,Los Angeles Lakers,86,,
"Fri, Apr 5, 2013",/boxscores/201304050MIN.html,Toronto Raptors,95,Minnesota Timberwolves,93,,
"Fri, Apr 5, 2013",/boxscores/201304050NYK.html,Milwaukee Bucks,83,New York Knicks,101,,
"Fri, Apr 5, 2013",/boxscores/201304050PHO.html,Golden State Warriors,111,Phoenix Suns,107,,
"Fri, Apr 5, 2013",/boxscores/201304050POR.html,Houston Rockets,116,Portland Trail Blazers,98,,
"Fri, Apr 5, 2013",/boxscores/201304050SAC.html,Dallas Mavericks,117,Sacramento Kings,108,,
"Fri, Apr 5, 2013",/boxscores/201304050UTA.html,New Orleans Hornets,83,Utah Jazz,95,,
"Sat, Apr 6, 2013",/boxscores/201304060BRK.html,Charlotte Bobcats,96,Brooklyn Nets,105,,
"Sat, Apr 6, 2013",/boxscores/201304060DEN.html,Houston Rockets,114,Denver Nuggets,132,,
"Sat, Apr 6, 2013",/boxscores/201304060MIA.html,Philadelphia 76ers,87,Miami Heat,106,,
"Sat, Apr 6, 2013",/boxscores/201304060MIL.html,Toronto Raptors,83,Milwaukee Bucks,100,,
"Sat, Apr 6, 2013",/boxscores/201304060MIN.html,Detroit Pistons,101,Minnesota Timberwolves,107,,
"Sat, Apr 6, 2013",/boxscores/201304060SAS.html,Atlanta Hawks,97,San Antonio Spurs,99,,
"Sat, Apr 6, 2013",/boxscores/201304060WAS.html,Indiana Pacers,85,Washington Wizards,104,,
"Sun, Apr 7, 2013",/boxscores/201304070BOS.html,Washington Wizards,96,Boston Celtics,107,,
"Sun, Apr 7, 2013",/boxscores/201304070CLE.html,Orlando Magic,85,Cleveland Cavaliers,91,,
"Sun, Apr 7, 2013",/boxscores/201304070DET.html,Chicago Bulls,85,Detroit Pistons,99,,
"Sun, Apr 7, 2013",/boxscores/201304070GSW.html,Utah Jazz,97,Golden State Warriors,90,,
"Sun, Apr 7, 2013",/boxscores/201304070LAC.html,Los Angeles Lakers,95,Los Angeles Clippers,109,,
"Sun, Apr 7, 2013",/boxscores/201304070OKC.html,New York Knicks,125,Oklahoma City Thunder,120,,
"Sun, Apr 7, 2013",/boxscores/201304070PHO.html,New Orleans Hornets,95,Phoenix Suns,92,,
"Sun, Apr 7, 2013",/boxscores/201304070POR.html,Dallas Mavericks,96,Portland Trail Blazers,91,,
"Sun, Apr 7, 2013",/boxscores/201304070SAC.html,Memphis Grizzlies,89,Sacramento Kings,87,,
"Tue, Apr 9, 2013",/boxscores/201304090BRK.html,Philadelphia 76ers,83,Brooklyn Nets,104,,
"Tue, Apr 9, 2013",/boxscores/201304090CHI.html,Toronto Raptors,101,Chicago Bulls,98,,
"Tue, Apr 9, 2013",/boxscores/201304090GSW.html,Minnesota Timberwolves,89,Golden State Warriors,105,,
"Tue, Apr 9, 2013",/boxscores/201304090HOU.html,Phoenix Suns,98,Houston Rockets,101,,
"Tue, Apr 9, 2013",/boxscores/201304090IND.html,Cleveland Cavaliers,94,Indiana Pacers,99,,
"Tue, Apr 9, 2013",/boxscores/201304090LAL.html,New Orleans Hornets,96,Los Angeles Lakers,104,,
"Tue, Apr 9, 2013",/boxscores/201304090MEM.html,Charlotte Bobcats,75,Memphis Grizzlies,94,,
"Tue, Apr 9, 2013",/boxscores/201304090MIA.html,Milwaukee Bucks,83,Miami Heat,94,,
"Tue, Apr 9, 2013",/boxscores/201304090NYK.html,Washington Wizards,99,New York Knicks,120,,
"Tue, Apr 9, 2013",/boxscores/201304090UTA.html,Oklahoma City Thunder,90,Utah Jazz,80,,
"Wed, Apr 10, 2013",/boxscores/201304100BOS.html,Brooklyn Nets,101,Boston Celtics,93,,
"Wed, Apr 10, 2013",/boxscores/201304100CLE.html,Detroit Pistons,111,Cleveland Cavaliers,104,,
"Wed, Apr 10, 2013",/boxscores/201304100DAL.html,Phoenix Suns,102,Dallas Mavericks,91,,
"Wed, Apr 10, 2013",/boxscores/201304100DEN.html,San Antonio Spurs,86,Denver Nuggets,96,,
"Wed, Apr 10, 2013",/boxscores/201304100LAC.html,Minnesota Timberwolves,95,Los Angeles Clippers,111,,
"Wed, Apr 10, 2013",/boxscores/201304100ORL.html,Milwaukee Bucks,103,Orlando Magic,113,OT,
"Wed, Apr 10, 2013",/boxscores/201304100PHI.html,Atlanta Hawks,124,Philadelphia 76ers,101,,
"Wed, Apr 10, 2013",/boxscores/201304100POR.html,Los Angeles Lakers,113,Portland Trail Blazers,106,,
"Wed, Apr 10, 2013",/boxscores/201304100SAC.html,New Orleans Hornets,110,Sacramento Kings,121,,
"Wed, Apr 10, 2013",/boxscores/201304100WAS.html,Miami Heat,103,Washington Wizards,98,,
"Thu, Apr 11, 2013",/boxscores/201304110CHI.html,New York Knicks,111,Chicago Bulls,118,OT,
"Thu, Apr 11, 2013",/boxscores/201304110GSW.html,Oklahoma City Thunder,116,Golden State Warriors,97,,
"Fri, Apr 12, 2013",/boxscores/201304120ATL.html,Milwaukee Bucks,104,Atlanta Hawks,109,,
"Fri, Apr 12, 2013",/boxscores/201304120CLE.html,New York Knicks,101,Cleveland Cavaliers,91,,
"Fri, Apr 12, 2013",/boxscores/201304120DAL.html,Denver Nuggets,105,Dallas Mavericks,108,OT,
"Fri, Apr 12, 2013",/boxscores/201304120DET.html,Charlotte Bobcats,93,Detroit Pistons,113,,
"Fri, Apr 12, 2013",/boxscores/201304120HOU.html,Memphis Grizzlies,82,Houston Rockets,78,,
"Fri, Apr 12, 2013",/boxscores/201304120IND.html,Brooklyn Nets,117,Indiana Pacers,109,,
"Fri, Apr 12, 2013",/boxscores/201304120LAL.html,Golden State Warriors,116,Los Angeles Lakers,118,,
"Fri, Apr 12, 2013",/boxscores/201304120MIA.html,Boston Celtics,101,Miami Heat,109,,
"Fri, Apr 12, 2013",/boxscores/201304120NOH.html,Los Angeles Clippers,96,New Orleans Hornets,93,,
"Fri, Apr 12, 2013",/boxscores/201304120POR.html,Oklahoma City Thunder,106,Portland Trail Blazers,90,,
"Fri, Apr 12, 2013",/boxscores/201304120SAS.html,Sacramento Kings,101,San Antonio Spurs,108,,
"Fri, Apr 12, 2013",/boxscores/201304120TOR.html,Chicago Bulls,88,Toronto Raptors,97,,
"Fri, Apr 12, 2013",/boxscores/201304120UTA.html,Minnesota Timberwolves,100,Utah Jazz,107,,
"Fri, Apr 12, 2013",/boxscores/201304120WAS.html,Philadelphia 76ers,97,Washington Wizards,86,,
"Sat, Apr 13, 2013",/boxscores/201304130CHA.html,Milwaukee Bucks,85,Charlotte Bobcats,95,,
"Sat, Apr 13, 2013",/boxscores/201304130MEM.html,Los Angeles Clippers,91,Memphis Grizzlies,87,,
"Sat, Apr 13, 2013",/boxscores/201304130MIN.html,Phoenix Suns,93,Minnesota Timberwolves,105,,
"Sat, Apr 13, 2013",/boxscores/201304130ORL.html,Boston Celtics,120,Orlando Magic,88,,
"Sun, Apr 14, 2013",/boxscores/201304140DEN.html,Portland Trail Blazers,109,Denver Nuggets,118,,
"Sun, Apr 14, 2013",/boxscores/201304140HOU.html,Sacramento Kings,100,Houston Rockets,121,,
