date_game,box_score_url,visitor_team_name,visitor_pts,home_team_name,home_pts,overtimes,game_remarks
"Sat, Dec 29, 2012",/boxscores/201212290HOU.html,Oklahoma City Thunder,124,Houston Rockets,94,,
"Sat, Dec 29, 2012",/boxscores/201212290MEM.html,Denver Nuggets,72,Memphis Grizzlies,81,,
"Sat, Dec 29, 2012",/boxscores/201212290MIL.html,Miami Heat,85,Milwaukee Bucks,104,,
"Sat, Dec 29, 2012",/boxscores/201212290MIN.html,Phoenix Suns,107,Minnesota Timberwolves,111,,
"Sat, Dec 29, 2012",/boxscores/201212290ORL.html,Toronto Raptors,123,Orlando Magic,88,,
"Sat, Dec 29, 2012",/boxscores/201212290POR.html,Philadelphia 76ers,85,Portland Trail Blazers,89,,
"Sun, Dec 30, 2012",/boxscores/201212300DAL.html,San Antonio Spurs,111,Dallas Mavericks,86,,
"Sun, Dec 30, 2012",/boxscores/201212300DET.html,Milwaukee Bucks,94,Detroit Pistons,96,,
"Sun, Dec 30, 2012",/boxscores/201212300LAC.html,Utah Jazz,96,Los Angeles Clippers,107,,
"Sun, Dec 30, 2012",/boxscores/201212300SAC.html,Boston Celtics,96,Sacramento Kings,118,,
"Mon, Dec 31, 2012",/boxscores/201212310CHI.html,Charlotte Bobcats,91,Chicago Bulls,81,,
"Mon, Dec 31, 2012",/boxscores/201212310HOU.html,Atlanta Hawks,104,Houston Rockets,123,,
"Mon, Dec 31, 2012",/boxscores/201212310IND.html,Memphis Grizzlies,83,Indiana Pacers,88,,
"Mon, Dec 31, 2012",/boxscores/201212310OKC.html,Phoenix Suns,96,Oklahoma City Thunder,114,,
"Mon, Dec 31, 2012",/boxscores/201212310ORL.html,Miami Heat,112,Orlando Magic,110,OT,
"Mon, Dec 31, 2012",/boxscores/201212310SAS.html,Brooklyn Nets,73,San Antonio Spurs,104,,
"Tue, Jan 1, 2013",/boxscores/201301010DEN.html,Los Angeles Clippers,78,Denver Nuggets,92,,
"Tue, Jan 1, 2013",/boxscores/201301010DET.html,Sacramento Kings,97,Detroit Pistons,103,,
"Tue, Jan 1, 2013",/boxscores/201301010LAL.html,Philadelphia 76ers,103,Los Angeles Lakers,99,,
"Tue, Jan 1, 2013",/boxscores/201301010NOH.html,Atlanta Hawks,95,New Orleans Hornets,86,,
"Tue, Jan 1, 2013",/boxscores/201301010NYK.html,Portland Trail Blazers,105,New York Knicks,100,,
"Tue, Jan 1, 2013",/boxscores/201301010WAS.html,Dallas Mavericks,103,Washington Wizards,94,,
"Wed, Jan 2, 2013",/boxscores/201301020BOS.html,Memphis Grizzlies,93,Boston Celtics,83,,
"Wed, Jan 2, 2013",/boxscores/201301020CLE.html,Sacramento Kings,97,Cleveland Cavaliers,94,,
"Wed, Jan 2, 2013",/boxscores/201301020GSW.html,Los Angeles Clippers,94,Golden State Warriors,115,,
"Wed, Jan 2, 2013",/boxscores/201301020HOU.html,New Orleans Hornets,92,Houston Rockets,104,,
"Wed, Jan 2, 2013",/boxscores/201301020IND.html,Washington Wizards,81,Indiana Pacers,89,,
"Wed, Jan 2, 2013",/boxscores/201301020MIA.html,Dallas Mavericks,109,Miami Heat,119,OT,
"Wed, Jan 2, 2013",/boxscores/201301020MIL.html,San Antonio Spurs,117,Milwaukee Bucks,110,,
"Wed, Jan 2, 2013",/boxscores/201301020OKC.html,Brooklyn Nets,110,Oklahoma City Thunder,93,,
"Wed, Jan 2, 2013",/boxscores/201301020ORL.html,Chicago Bulls,96,Orlando Magic,94,,
"Wed, Jan 2, 2013",/boxscores/201301020PHO.html,Philadelphia 76ers,89,Phoenix Suns,95,,
"Wed, Jan 2, 2013",/boxscores/201301020TOR.html,Portland Trail Blazers,79,Toronto Raptors,102,,
"Wed, Jan 2, 2013",/boxscores/201301020UTA.html,Minnesota Timberwolves,84,Utah Jazz,106,,
"Thu, Jan 3, 2013",/boxscores/201301030DEN.html,Minnesota Timberwolves,101,Denver Nuggets,97,,
"Thu, Jan 3, 2013",/boxscores/201301030NYK.html,San Antonio Spurs,83,New York Knicks,100,,
"Fri, Jan 4, 2013",/boxscores/201301040BOS.html,Indiana Pacers,75,Boston Celtics,94,,
"Fri, Jan 4, 2013",/boxscores/201301040CHA.html,Cleveland Cavaliers,106,Charlotte Bobcats,104,,
"Fri, Jan 4, 2013",/boxscores/201301040DET.html,Atlanta Hawks,84,Detroit Pistons,85,,
"Fri, Jan 4, 2013",/boxscores/201301040LAC.html,Los Angeles Lakers,102,Los Angeles Clippers,107,,
"Fri, Jan 4, 2013",/boxscores/201301040MEM.html,Portland Trail Blazers,86,Memphis Grizzlies,84,,
"Fri, Jan 4, 2013",/boxscores/201301040MIA.html,Chicago Bulls,96,Miami Heat,89,,
"Fri, Jan 4, 2013",/boxscores/201301040MIL.html,Houston Rockets,115,Milwaukee Bucks,101,,
"Fri, Jan 4, 2013",/boxscores/201301040OKC.html,Philadelphia 76ers,85,Oklahoma City Thunder,109,,
"Fri, Jan 4, 2013",/boxscores/201301040PHO.html,Utah Jazz,87,Phoenix Suns,80,,
"Fri, Jan 4, 2013",/boxscores/201301040TOR.html,Sacramento Kings,105,Toronto Raptors,96,,
"Fri, Jan 4, 2013",/boxscores/201301040WAS.html,Brooklyn Nets,115,Washington Wizards,113,2OT,
"Sat, Jan 5, 2013",/boxscores/201301050ATL.html,Boston Celtics,89,Atlanta Hawks,81,,
"Sat, Jan 5, 2013",/boxscores/201301050BRK.html,Sacramento Kings,93,Brooklyn Nets,113,,
"Sat, Jan 5, 2013",/boxscores/201301050CLE.html,Houston Rockets,112,Cleveland Cavaliers,104,,
"Sat, Jan 5, 2013",/boxscores/201301050DAL.html,New Orleans Hornets,99,Dallas Mavericks,96,OT,
"Sat, Jan 5, 2013",/boxscores/201301050DEN.html,Utah Jazz,91,Denver Nuggets,110,,
"Sat, Jan 5, 2013",/boxscores/201301050IND.html,Milwaukee Bucks,80,Indiana Pacers,95,,
"Sat, Jan 5, 2013",/boxscores/201301050LAC.html,Golden State Warriors,89,Los Angeles Clippers,115,,
"Sat, Jan 5, 2013",/boxscores/201301050MIN.html,Portland Trail Blazers,102,Minnesota Timberwolves,97,,
"Sat, Jan 5, 2013",/boxscores/201301050ORL.html,New York Knicks,114,Orlando Magic,106,,
"Sat, Jan 5, 2013",/boxscores/201301050SAS.html,Philadelphia 76ers,86,San Antonio Spurs,109,,
"Sun, Jan 6, 2013",/boxscores/201301060DET.html,Charlotte Bobcats,108,Detroit Pistons,101,OT,
"Sun, Jan 6, 2013",/boxscores/201301060LAL.html,Denver Nuggets,112,Los Angeles Lakers,105,,
"Sun, Jan 6, 2013",/boxscores/201301060MIA.html,Washington Wizards,71,Miami Heat,99,,
"Sun, Jan 6, 2013",/boxscores/201301060PHO.html,Memphis Grizzlies,92,Phoenix Suns,81,,
"Sun, Jan 6, 2013",/boxscores/201301060TOR.html,Oklahoma City Thunder,104,Toronto Raptors,92,,
"Mon, Jan 7, 2013",/boxscores/201301070CHI.html,Cleveland Cavaliers,92,Chicago Bulls,118,,
"Mon, Jan 7, 2013",/boxscores/201301070NOH.html,San Antonio Spurs,88,New Orleans Hornets,95,,
"Mon, Jan 7, 2013",/boxscores/201301070NYK.html,Boston Celtics,102,New York Knicks,96,,
"Mon, Jan 7, 2013",/boxscores/201301070POR.html,Orlando Magic,119,Portland Trail Blazers,125,OT,
"Mon, Jan 7, 2013",/boxscores/201301070SAC.html,Memphis Grizzlies,113,Sacramento Kings,81,,
"Mon, Jan 7, 2013",/boxscores/201301070UTA.html,Dallas Mavericks,94,Utah Jazz,100,,
"Mon, Jan 7, 2013",/boxscores/201301070WAS.html,Oklahoma City Thunder,99,Washington Wizards,101,,
"Tue, Jan 8, 2013",/boxscores/201301080HOU.html,Los Angeles Lakers,112,Houston Rockets,125,,
"Tue, Jan 8, 2013",/boxscores/201301080IND.html,Miami Heat,77,Indiana Pacers,87,,
"Tue, Jan 8, 2013",/boxscores/201301080MIL.html,Phoenix Suns,99,Milwaukee Bucks,108,,
"Tue, Jan 8, 2013",/boxscores/201301080MIN.html,Atlanta Hawks,103,Minnesota Timberwolves,108,,
"Tue, Jan 8, 2013",/boxscores/201301080PHI.html,Brooklyn Nets,109,Philadelphia 76ers,89,,
"Wed, Jan 9, 2013",/boxscores/201301090BOS.html,Phoenix Suns,79,Boston Celtics,87,,
"Wed, Jan 9, 2013",/boxscores/201301090CHA.html,Utah Jazz,112,Charlotte Bobcats,102,,
"Wed, Jan 9, 2013",/boxscores/201301090CHI.html,Milwaukee Bucks,104,Chicago Bulls,96,,
"Wed, Jan 9, 2013",/boxscores/201301090CLE.html,Atlanta Hawks,83,Cleveland Cavaliers,99,,
"Wed, Jan 9, 2013",/boxscores/201301090DEN.html,Orlando Magic,105,Denver Nuggets,108,,
"Wed, Jan 9, 2013",/boxscores/201301090GSW.html,Memphis Grizzlies,94,Golden State Warriors,87,,
"Wed, Jan 9, 2013",/boxscores/201301090LAC.html,Dallas Mavericks,93,Los Angeles Clippers,99,,
"Wed, Jan 9, 2013",/boxscores/201301090NOH.html,Houston Rockets,79,New Orleans Hornets,88,,
"Wed, Jan 9, 2013",/boxscores/201301090OKC.html,Minnesota Timberwolves,84,Oklahoma City Thunder,106,,
"Wed, Jan 9, 2013",/boxscores/201301090SAS.html,Los Angeles Lakers,105,San Antonio Spurs,108,,
"Wed, Jan 9, 2013",/boxscores/201301090TOR.html,Philadelphia 76ers,72,Toronto Raptors,90,,
"Thu, Jan 10, 2013",/boxscores/201301100IND.html,New York Knicks,76,Indiana Pacers,81,,
"Thu, Jan 10, 2013",/boxscores/201301100POR.html,Miami Heat,90,Portland Trail Blazers,92,,
"Thu, Jan 10, 2013",/boxscores/201301100SAC.html,Dallas Mavericks,117,Sacramento Kings,112,OT,
"Fri, Jan 11, 2013",/boxscores/201301110ATL.html,Utah Jazz,95,Atlanta Hawks,103,,
"Fri, Jan 11, 2013",/boxscores/201301110BOS.html,Houston Rockets,91,Boston Celtics,103,,
"Fri, Jan 11, 2013",/boxscores/201301110BRK.html,Phoenix Suns,79,Brooklyn Nets,99,,
"Fri, Jan 11, 2013",/boxscores/201301110DEN.html,Cleveland Cavaliers,91,Denver Nuggets,98,,
"Fri, Jan 11, 2013",/boxscores/201301110GSW.html,Portland Trail Blazers,97,Golden State Warriors,103,,
"Fri, Jan 11, 2013",/boxscores/201301110LAL.html,Oklahoma City Thunder,116,Los Angeles Lakers,101,,
"Fri, Jan 11, 2013",/boxscores/201301110MEM.html,San Antonio Spurs,98,Memphis Grizzlies,101,OT,
"Fri, Jan 11, 2013",/boxscores/201301110MIL.html,Detroit Pistons,103,Milwaukee Bucks,87,,
"Fri, Jan 11, 2013",/boxscores/201301110NOH.html,Minnesota Timberwolves,92,New Orleans Hornets,104,,
"Fri, Jan 11, 2013",/boxscores/201301110NYK.html,Chicago Bulls,108,New York Knicks,101,,
"Fri, Jan 11, 2013",/boxscores/201301110TOR.html,Charlotte Bobcats,78,Toronto Raptors,99,,
"Sat, Jan 12, 2013",/boxscores/201301120CHI.html,Phoenix Suns,97,Chicago Bulls,81,,
"Sat, Jan 12, 2013",/boxscores/201301120DAL.html,Memphis Grizzlies,83,Dallas Mavericks,104,,
"Sat, Jan 12, 2013",/boxscores/201301120DET.html,Utah Jazz,90,Detroit Pistons,87,,
"Sat, Jan 12, 2013",/boxscores/201301120IND.html,Charlotte Bobcats,88,Indiana Pacers,96,,
"Sat, Jan 12, 2013",/boxscores/201301120LAC.html,Orlando Magic,104,Los Angeles Clippers,101,,
"Sat, Jan 12, 2013",/boxscores/201301120PHI.html,Houston Rockets,100,Philadelphia 76ers,107,,
"Sat, Jan 12, 2013",/boxscores/201301120SAC.html,Miami Heat,128,Sacramento Kings,99,,
"Sat, Jan 12, 2013",/boxscores/201301120WAS.html,Atlanta Hawks,83,Washington Wizards,93,,
"Sun, Jan 13, 2013",/boxscores/201301130BRK.html,Indiana Pacers,86,Brooklyn Nets,97,,
"Sun, Jan 13, 2013",/boxscores/201301130DEN.html,Golden State Warriors,105,Denver Nuggets,116,,
"Sun, Jan 13, 2013",/boxscores/201301130LAL.html,Cleveland Cavaliers,93,Los Angeles Lakers,113,,
"Sun, Jan 13, 2013",/boxscores/201301130NYK.html,New Orleans Hornets,87,New York Knicks,100,,
"Sun, Jan 13, 2013",/boxscores/201301130POR.html,Oklahoma City Thunder,87,Portland Trail Blazers,83,,
"Sun, Jan 13, 2013",/boxscores/201301130SAS.html,Minnesota Timberwolves,88,San Antonio Spurs,106,,
"Sun, Jan 13, 2013",/boxscores/201301130TOR.html,Milwaukee Bucks,107,Toronto Raptors,96,,
"Mon, Jan 14, 2013",/boxscores/201301140BOS.html,Charlotte Bobcats,89,Boston Celtics,100,,
"Mon, Jan 14, 2013",/boxscores/201301140CHI.html,Atlanta Hawks,58,Chicago Bulls,97,,
"Mon, Jan 14, 2013",/boxscores/201301140DAL.html,Minnesota Timberwolves,98,Dallas Mavericks,113,,
"Mon, Jan 14, 2013",/boxscores/201301140MEM.html,Los Angeles Clippers,99,Memphis Grizzlies,73,,
"Mon, Jan 14, 2013",/boxscores/201301140PHO.html,Oklahoma City Thunder,102,Phoenix Suns,90,,
"Mon, Jan 14, 2013",/boxscores/201301140SAC.html,Cleveland Cavaliers,118,Sacramento Kings,124,,
"Mon, Jan 14, 2013",/boxscores/201301140UTA.html,Miami Heat,97,Utah Jazz,104,,
"Mon, Jan 14, 2013",/boxscores/201301140WAS.html,Orlando Magic,91,Washington Wizards,120,,
"Tue, Jan 15, 2013",/boxscores/201301150BRK.html,Toronto Raptors,106,Brooklyn Nets,113,,
"Tue, Jan 15, 2013",/boxscores/201301150CHA.html,Indiana Pacers,103,Charlotte Bobcats,76,,
"Tue, Jan 15, 2013",/boxscores/201301150DEN.html,Portland Trail Blazers,111,Denver Nuggets,115,OT,
"Tue, Jan 15, 2013",/boxscores/201301150HOU.html,Los Angeles Clippers,117,Houston Rockets,109,,
"Tue, Jan 15, 2013",/boxscores/201301150LAL.html,Milwaukee Bucks,88,Los Angeles Lakers,104,,
"Tue, Jan 15, 2013",/boxscores/201301150PHI.html,New Orleans Hornets,111,Philadelphia 76ers,99,,
"Wed, Jan 16, 2013",/boxscores/201301160ATL.html,Brooklyn Nets,95,Atlanta Hawks,109,,
"Wed, Jan 16, 2013",/boxscores/201301160BOS.html,New Orleans Hornets,90,Boston Celtics,78,,
"Wed, Jan 16, 2013",/boxscores/201301160DAL.html,Houston Rockets,100,Dallas Mavericks,105,,
"Wed, Jan 16, 2013",/boxscores/201301160GSW.html,Miami Heat,92,Golden State Warriors,75,,
"Wed, Jan 16, 2013",/boxscores/201301160OKC.html,Denver Nuggets,97,Oklahoma City Thunder,117,,
"Wed, Jan 16, 2013",/boxscores/201301160ORL.html,Indiana Pacers,86,Orlando Magic,97,,
"Wed, Jan 16, 2013",/boxscores/201301160POR.html,Cleveland Cavaliers,93,Portland Trail Blazers,88,,
"Wed, Jan 16, 2013",/boxscores/201301160SAC.html,Washington Wizards,94,Sacramento Kings,95,,
"Wed, Jan 16, 2013",/boxscores/201301160SAS.html,Memphis Grizzlies,82,San Antonio Spurs,103,,
"Wed, Jan 16, 2013",/boxscores/201301160TOR.html,Chicago Bulls,107,Toronto Raptors,105,OT,
"Thu, Jan 17, 2013",/boxscores/201301170DET.html,New York Knicks,102,Detroit Pistons,87,,"at London, England"
"Thu, Jan 17, 2013",/boxscores/201301170LAL.html,Miami Heat,99,Los Angeles Lakers,90,,
"Thu, Jan 17, 2013",/boxscores/201301170MIN.html,Los Angeles Clippers,90,Minnesota Timberwolves,77,,
"Thu, Jan 17, 2013",/boxscores/201301170PHO.html,Milwaukee Bucks,98,Phoenix Suns,94,,
"Fri, Jan 18, 2013",/boxscores/201301180BOS.html,Chicago Bulls,100,Boston Celtics,99,OT,
"Fri, Jan 18, 2013",/boxscores/201301180BRK.html,Atlanta Hawks,89,Brooklyn Nets,94,,
"Fri, Jan 18, 2013",/boxscores/201301180DAL.html,Oklahoma City Thunder,117,Dallas Mavericks,114,OT,
"Fri, Jan 18, 2013",/boxscores/201301180DEN.html,Washington Wizards,112,Denver Nuggets,108,,
"Fri, Jan 18, 2013",/boxscores/201301180IND.html,Houston Rockets,95,Indiana Pacers,105,,
"Fri, Jan 18, 2013",/boxscores/201301180MEM.html,Sacramento Kings,69,Memphis Grizzlies,85,,
"Fri, Jan 18, 2013",/boxscores/201301180ORL.html,Charlotte Bobcats,106,Orlando Magic,100,,
"Fri, Jan 18, 2013",/boxscores/201301180PHI.html,Toronto Raptors,101,Philadelphia 76ers,108,OT,
"Fri, Jan 18, 2013",/boxscores/201301180SAS.html,Golden State Warriors,88,San Antonio Spurs,95,,
"Sat, Jan 19, 2013",/boxscores/201301190ATL.html,San Antonio Spurs,98,Atlanta Hawks,93,,
"Sat, Jan 19, 2013",/boxscores/201301190CHA.html,Sacramento Kings,97,Charlotte Bobcats,93,,
"Sat, Jan 19, 2013",/boxscores/201301190CHI.html,Memphis Grizzlies,85,Chicago Bulls,82,OT,
"Sat, Jan 19, 2013",/boxscores/201301190LAC.html,Washington Wizards,87,Los Angeles Clippers,94,,
"Sat, Jan 19, 2013",/boxscores/201301190MIN.html,Houston Rockets,79,Minnesota Timberwolves,92,,
"Sat, Jan 19, 2013",/boxscores/201301190NOH.html,Golden State Warriors,116,New Orleans Hornets,112,,
"Sat, Jan 19, 2013",/boxscores/201301190POR.html,Milwaukee Bucks,110,Portland Trail Blazers,104,,
"Sat, Jan 19, 2013",/boxscores/201301190UTA.html,Cleveland Cavaliers,98,Utah Jazz,109,,
"Sun, Jan 20, 2013",/boxscores/201301200DEN.html,Oklahoma City Thunder,118,Denver Nuggets,121,OT,
"Sun, Jan 20, 2013",/boxscores/201301200DET.html,Boston Celtics,88,Detroit Pistons,103,,
"Sun, Jan 20, 2013",/boxscores/201301200ORL.html,Dallas Mavericks,111,Orlando Magic,105,,
"Sun, Jan 20, 2013",/boxscores/201301200TOR.html,Los Angeles Lakers,103,Toronto Raptors,108,,
"Mon, Jan 21, 2013",/boxscores/201301210ATL.html,Minnesota Timberwolves,96,Atlanta Hawks,104,,
"Mon, Jan 21, 2013",/boxscores/201301210CHA.html,Houston Rockets,100,Charlotte Bobcats,94,,
"Mon, Jan 21, 2013",/boxscores/201301210CHI.html,Los Angeles Lakers,83,Chicago Bulls,95,,
"Mon, Jan 21, 2013",/boxscores/201301210GSW.html,Los Angeles Clippers,99,Golden State Warriors,106,,
"Mon, Jan 21, 2013",/boxscores/201301210MEM.html,Indiana Pacers,82,Memphis Grizzlies,81,,
"Mon, Jan 21, 2013",/boxscores/201301210NOH.html,Sacramento Kings,105,New Orleans Hornets,114,,
"Mon, Jan 21, 2013",/boxscores/201301210NYK.html,Brooklyn Nets,88,New York Knicks,85,,
"Mon, Jan 21, 2013",/boxscores/201301210PHI.html,San Antonio Spurs,90,Philadelphia 76ers,85,,
"Mon, Jan 21, 2013",/boxscores/201301210POR.html,Washington Wizards,98,Portland Trail Blazers,95,,
"Tue, Jan 22, 2013",/boxscores/201301220CLE.html,Boston Celtics,90,Cleveland Cavaliers,95,,
"Tue, Jan 22, 2013",/boxscores/201301220DET.html,Orlando Magic,90,Detroit Pistons,105,,
"Tue, Jan 22, 2013",/boxscores/201301220LAC.html,Oklahoma City Thunder,109,Los Angeles Clippers,97,,
"Tue, Jan 22, 2013",/boxscores/201301220MIL.html,Philadelphia 76ers,102,Milwaukee Bucks,110,,
"Wed, Jan 23, 2013",/boxscores/201301230CHA.html,Atlanta Hawks,104,Charlotte Bobcats,92,,
"Wed, Jan 23, 2013",/boxscores/201301230CHI.html,Detroit Pistons,82,Chicago Bulls,85,,
"Wed, Jan 23, 2013",/boxscores/201301230GSW.html,Oklahoma City Thunder,99,Golden State Warriors,104,,
"Wed, Jan 23, 2013",/boxscores/201301230HOU.html,Denver Nuggets,105,Houston Rockets,95,,
"Wed, Jan 23, 2013",/boxscores/201301230MEM.html,Los Angeles Lakers,93,Memphis Grizzlies,106,,
"Wed, Jan 23, 2013",/boxscores/201301230MIA.html,Toronto Raptors,116,Miami Heat,123,OT,
"Wed, Jan 23, 2013",/boxscores/201301230MIN.html,Brooklyn Nets,91,Minnesota Timberwolves,83,,
"Wed, Jan 23, 2013",/boxscores/201301230POR.html,Indiana Pacers,80,Portland Trail Blazers,100,,
"Wed, Jan 23, 2013",/boxscores/201301230SAC.html,Phoenix Suns,106,Sacramento Kings,96,,
"Wed, Jan 23, 2013",/boxscores/201301230SAS.html,New Orleans Hornets,102,San Antonio Spurs,106,,
"Wed, Jan 23, 2013",/boxscores/201301230UTA.html,Washington Wizards,88,Utah Jazz,92,,
"Thu, Jan 24, 2013",/boxscores/201301240BOS.html,New York Knicks,89,Boston Celtics,86,,
"Thu, Jan 24, 2013",/boxscores/201301240ORL.html,Toronto Raptors,97,Orlando Magic,95,,
"Thu, Jan 24, 2013",/boxscores/201301240PHO.html,Los Angeles Clippers,88,Phoenix Suns,93,,
"Fri, Jan 25, 2013",/boxscores/201301250ATL.html,Boston Celtics,111,Atlanta Hawks,123,2OT,
"Fri, Jan 25, 2013",/boxscores/201301250CHI.html,Golden State Warriors,87,Chicago Bulls,103,,
"Fri, Jan 25, 2013",/boxscores/201301250CLE.html,Milwaukee Bucks,108,Cleveland Cavaliers,113,,
"Fri, Jan 25, 2013",/boxscores/201301250DAL.html,San Antonio Spurs,113,Dallas Mavericks,107,,
"Fri, Jan 25, 2013",/boxscores/201301250LAL.html,Utah Jazz,84,Los Angeles Lakers,102,,
"Fri, Jan 25, 2013",/boxscores/201301250MEM.html,Brooklyn Nets,77,Memphis Grizzlies,101,,
"Fri, Jan 25, 2013",/boxscores/201301250MIA.html,Detroit Pistons,88,Miami Heat,110,,
"Fri, Jan 25, 2013",/boxscores/201301250NOH.html,Houston Rockets,100,New Orleans Hornets,82,,
"Fri, Jan 25, 2013",/boxscores/201301250SAC.html,Oklahoma City Thunder,105,Sacramento Kings,95,,
"Fri, Jan 25, 2013",/boxscores/201301250WAS.html,Minnesota Timberwolves,101,Washington Wizards,114,,
"Sat, Jan 26, 2013",/boxscores/201301260CHA.html,Minnesota Timberwolves,101,Charlotte Bobcats,102,,
"Sat, Jan 26, 2013",/boxscores/201301260DEN.html,Sacramento Kings,93,Denver Nuggets,121,,
"Sat, Jan 26, 2013",/boxscores/201301260HOU.html,Brooklyn Nets,106,Houston Rockets,119,,
"Sat, Jan 26, 2013",/boxscores/201301260MIL.html,Golden State Warriors,102,Milwaukee Bucks,109,,
"Sat, Jan 26, 2013",/boxscores/201301260PHI.html,New York Knicks,80,Philadelphia 76ers,97,,
"Sat, Jan 26, 2013",/boxscores/201301260POR.html,Los Angeles Clippers,100,Portland Trail Blazers,101,,
"Sat, Jan 26, 2013",/boxscores/201301260SAS.html,Phoenix Suns,99,San Antonio Spurs,108,,
"Sat, Jan 26, 2013",/boxscores/201301260TOR.html,Cleveland Cavaliers,99,Toronto Raptors,98,,
"Sat, Jan 26, 2013",/boxscores/201301260UTA.html,Indiana Pacers,110,Utah Jazz,114,OT,
"Sat, Jan 26, 2013",/boxscores/201301260WAS.html,Chicago Bulls,73,Washington Wizards,86,,
"Sun, Jan 27, 2013",/boxscores/201301270BOS.html,Miami Heat,98,Boston Celtics,100,2OT,
"Sun, Jan 27, 2013",/boxscores/201301270DAL.html,Phoenix Suns,95,Dallas Mavericks,110,,
"Sun, Jan 27, 2013",/boxscores/201301270LAC.html,Portland Trail Blazers,83,Los Angeles Clippers,96,,
"Sun, Jan 27, 2013",/boxscores/201301270LAL.html,Oklahoma City Thunder,96,Los Angeles Lakers,105,,
"Sun, Jan 27, 2013",/boxscores/201301270MEM.html,New Orleans Hornets,91,Memphis Grizzlies,83,,
"Sun, Jan 27, 2013",/boxscores/201301270NYK.html,Atlanta Hawks,104,New York Knicks,106,,
"Sun, Jan 27, 2013",/boxscores/201301270ORL.html,Detroit Pistons,104,Orlando Magic,102,,
"Mon, Jan 28, 2013",/boxscores/201301280BRK.html,Orlando Magic,77,Brooklyn Nets,97,,
"Mon, Jan 28, 2013",/boxscores/201301280CHI.html,Charlotte Bobcats,85,Chicago Bulls,93,,
"Mon, Jan 28, 2013",/boxscores/201301280DEN.html,Indiana Pacers,101,Denver Nuggets,102,,
"Mon, Jan 28, 2013",/boxscores/201301280PHI.html,Memphis Grizzlies,103,Philadelphia 76ers,100,,
"Mon, Jan 28, 2013",/boxscores/201301280TOR.html,Golden State Warriors,114,Toronto Raptors,102,,
"Mon, Jan 28, 2013",/boxscores/201301280UTA.html,Houston Rockets,125,Utah Jazz,80,,
"Mon, Jan 28, 2013",/boxscores/201301280WAS.html,Sacramento Kings,96,Washington Wizards,94,,
"Tue, Jan 29, 2013",/boxscores/201301290CLE.html,Golden State Warriors,108,Cleveland Cavaliers,95,,
"Tue, Jan 29, 2013",/boxscores/201301290DET.html,Milwaukee Bucks,117,Detroit Pistons,90,,
"Tue, Jan 29, 2013",/boxscores/201301290LAL.html,New Orleans Hornets,106,Los Angeles Lakers,111,,
"Tue, Jan 29, 2013",/boxscores/201301290POR.html,Dallas Mavericks,104,Portland Trail Blazers,106,,
"Wed, Jan 30, 2013",/boxscores/201301300ATL.html,Toronto Raptors,92,Atlanta Hawks,93,,
"Wed, Jan 30, 2013",/boxscores/201301300BOS.html,Sacramento Kings,81,Boston Celtics,99,,
"Wed, Jan 30, 2013",/boxscores/201301300BRK.html,Miami Heat,105,Brooklyn Nets,85,,
"Wed, Jan 30, 2013",/boxscores/201301300DEN.html,Houston Rockets,110,Denver Nuggets,118,,
"Wed, Jan 30, 2013",/boxscores/201301300IND.html,Detroit Pistons,79,Indiana Pacers,98,,
"Wed, Jan 30, 2013",/boxscores/201301300MIL.html,Chicago Bulls,104,Milwaukee Bucks,88,,
"Wed, Jan 30, 2013",/boxscores/201301300MIN.html,Los Angeles Clippers,96,Minnesota Timberwolves,90,,
"Wed, Jan 30, 2013",/boxscores/201301300NYK.html,Orlando Magic,97,New York Knicks,113,,
"Wed, Jan 30, 2013",/boxscores/201301300PHI.html,Washington Wizards,84,Philadelphia 76ers,92,,
"Wed, Jan 30, 2013",/boxscores/201301300PHO.html,Los Angeles Lakers,86,Phoenix Suns,92,,
"Wed, Jan 30, 2013",/boxscores/201301300SAS.html,Charlotte Bobcats,78,San Antonio Spurs,102,,
"Wed, Jan 30, 2013",/boxscores/201301300UTA.html,New Orleans Hornets,99,Utah Jazz,104,,
"Thu, Jan 31, 2013",/boxscores/201301310GSW.html,Dallas Mavericks,97,Golden State Warriors,100,,
"Thu, Jan 31, 2013",/boxscores/201301310OKC.html,Memphis Grizzlies,89,Oklahoma City Thunder,106,,
"Fri, Feb 1, 2013",/boxscores/201302010BOS.html,Orlando Magic,84,Boston Celtics,97,,
"Fri, Feb 1, 2013",/boxscores/201302010BRK.html,Chicago Bulls,89,Brooklyn Nets,93,,
"Fri, Feb 1, 2013",/boxscores/201302010DEN.html,New Orleans Hornets,98,Denver Nuggets,113,,
"Fri, Feb 1, 2013",/boxscores/201302010DET.html,Cleveland Cavaliers,99,Detroit Pistons,117,,
"Fri, Feb 1, 2013",/boxscores/201302010IND.html,Miami Heat,89,Indiana Pacers,102,,
"Fri, Feb 1, 2013",/boxscores/201302010MEM.html,Washington Wizards,76,Memphis Grizzlies,85,,
"Fri, Feb 1, 2013",/boxscores/201302010MIN.html,Los Angeles Lakers,111,Minnesota Timberwolves,100,,
"Fri, Feb 1, 2013",/boxscores/201302010NYK.html,Milwaukee Bucks,86,New York Knicks,96,,
"Fri, Feb 1, 2013",/boxscores/201302010PHI.html,Sacramento Kings,80,Philadelphia 76ers,89,,
