mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
0,6,1,0.065,0,3,-0.04800000000000004,-7,-11,0.04499999999999993,-8,-3,-11,1,6,2,-7,1,5
0,6,9,0.026000000000000023,0,3,-0.05499999999999994,-8,-17,0.17299999999999993,0,1,1,4,-2,-6,-2,9,4
0,3,-1,0.040000000000000036,-3,-9,-0.214,0,7,-0.20300000000000007,2,-4,-2,-7,2,2,-3,-3,3
0,2,16,-0.050000000000000044,-3,1,-0.162,6,4,0.121,11,4,15,-3,1,3,-7,-1,7
0,5,-14,0.14799999999999996,-5,-17,-0.04400000000000001,8,8,0.05599999999999994,-12,6,-6,0,-4,2,-5,-10,13
0,-7,-2,-0.07599999999999996,1,-2,0.08000000000000002,17,12,0.29200000000000004,-1,-3,-4,-5,-1,-5,-2,-7,4
0,5,7,0.022999999999999965,-2,-10,0.04699999999999993,-2,0,-0.062000000000000055,2,-5,-3,7,4,0,-5,-3,6
0,11,7,0.09000000000000002,0,-5,0.08899999999999997,-11,-13,-0.03500000000000003,3,3,6,10,4,-1,-1,6,11
0,10,17,0.022999999999999965,0,-6,0.11100000000000004,-17,-14,-0.15700000000000003,9,2,11,4,-1,1,0,5,3
0,3,-5,0.06400000000000006,5,4,0.20699999999999996,4,6,-0.010000000000000009,1,7,8,2,-4,3,2,-10,15
0,5,11,-0.006000000000000005,-1,-6,0.10399999999999993,-3,-5,0.06699999999999995,5,-4,1,3,4,4,-5,-1,6
0,8,-4,0.11599999999999988,-3,-7,-0.032999999999999974,-8,-4,-0.269,-2,5,3,7,4,-2,2,7,5
0,5,-3,0.09100000000000008,5,2,0.26799999999999996,-7,-5,-0.15999999999999992,-3,5,2,8,-1,-1,5,2,8
0,-5,-7,-0.02799999999999997,4,14,-0.05500000000000005,12,17,-0.052999999999999936,3,4,7,3,2,-7,3,-4,6
0,7,12,0.023999999999999966,6,0,0.353,-8,-11,-0.028999999999999915,-1,-9,-10,10,4,2,-7,4,12
0,1,-8,0.062000000000000055,1,-8,0.178,4,-4,0.344,-4,4,0,-7,-6,-3,3,5,7
0,-1,-14,0.07099999999999995,4,7,0.07100000000000001,-1,4,-0.45499999999999996,-5,4,-1,6,-2,9,5,2,1
0,5,8,0.014000000000000012,9,10,0.27999999999999997,-10,-11,-0.050999999999999934,8,5,13,7,-1,3,5,5,9
0,-3,-10,0.013999999999999957,6,3,0.21399999999999997,3,3,0.052999999999999936,5,10,15,9,-8,2,14,2,3
0,-3,-3,-0.020000000000000018,-1,4,-0.11900000000000005,12,15,0.09499999999999997,2,3,5,-3,2,-3,-2,-4,5
0,2,3,0.006999999999999951,1,-5,0.12900000000000006,-2,-1,-0.07200000000000006,1,1,2,-2,1,-2,2,1,3
0,5,-2,0.07,-5,-5,-0.24500000000000005,0,0,0.0,-8,-1,-9,4,2,-1,-3,4,5
0,4,7,0.010000000000000009,-1,3,-0.09600000000000003,8,13,-0.08299999999999996,10,3,13,-4,4,3,-5,-7,15
0,2,-6,0.062000000000000055,11,11,0.30600000000000005,-3,-7,0.1429999999999999,-2,4,2,9,-2,-3,6,9,12
0,-1,-16,0.07700000000000001,-1,0,-0.062000000000000055,11,20,-0.133,-7,-1,-8,-5,4,2,-4,-9,8
0,12,11,0.08600000000000002,6,10,0.07999999999999996,-18,-17,-0.32799999999999996,2,2,4,13,-4,-2,-2,7,12
0,-3,-11,0.022000000000000075,-1,1,-0.094,10,12,0.05499999999999994,1,5,6,1,-1,1,2,-4,3
0,1,6,-0.02200000000000002,1,7,-0.05199999999999999,2,0,0.07400000000000007,2,-1,1,0,1,-4,-4,1,5
0,3,3,0.019000000000000017,-3,-13,0.056999999999999995,7,12,-0.08899999999999997,4,-1,3,-2,5,1,-8,-9,10
0,16,23,0.065,-3,-4,-0.10400000000000004,-16,-22,0.050000000000000044,9,9,18,7,2,0,-3,15,13
0,1,-6,0.04899999999999993,-5,-9,-0.04300000000000004,10,20,-0.14600000000000002,9,16,25,0,-3,2,5,-9,7
0,-1,1,-0.01799999999999996,3,5,0.09999999999999998,7,10,0.020999999999999908,8,0,8,-6,2,-3,1,-1,8
0,14,-2,0.18899999999999995,-4,-12,-0.07900000000000001,-4,-5,0.008999999999999897,-3,11,8,13,-4,2,2,-3,20
0,5,11,-0.003000000000000058,1,8,-0.139,-1,-8,0.25,-8,-11,-19,7,6,-5,-13,0,10
0,5,-1,0.06899999999999995,-2,8,-0.26799999999999996,-4,0,-0.17399999999999993,-4,-3,-7,5,3,-1,-5,0,4
0,7,-1,0.08700000000000002,-4,-6,-0.139,-6,-7,-0.04699999999999993,-3,3,0,4,-1,0,-1,-1,4
0,1,7,-0.021999999999999964,5,10,0.11900000000000005,-4,-8,0.09999999999999998,4,-1,3,-6,1,2,-2,0,3
0,4,-3,0.06799999999999995,-4,-2,-0.194,-2,-1,-0.06099999999999994,-3,0,-3,3,-3,3,-3,8,2
0,-3,-12,0.025000000000000022,-1,-2,-0.019999999999999962,12,11,0.14200000000000002,-6,4,-2,-2,2,0,-1,-2,5
0,0,1,-0.0050000000000000044,5,17,-0.03500000000000003,7,16,-0.25,2,-1,1,3,2,5,-9,-9,12
0,14,10,0.12,5,1,0.239,-17,-15,-0.21199999999999997,6,13,19,10,-2,3,4,7,16
0,2,-6,0.055999999999999994,-8,-13,-0.09999999999999998,9,9,0.15800000000000003,-3,6,3,-7,4,-1,-1,-3,5
0,1,-2,0.020999999999999963,3,5,0.05800000000000005,1,6,-0.19400000000000006,-2,1,-1,9,3,-6,1,-2,6
0,9,-1,0.11799999999999994,6,7,0.215,-6,-3,-0.275,3,12,15,10,-7,-1,8,0,18
0,18,19,0.11400000000000005,1,-8,0.268,-13,-17,-0.265,6,2,8,9,0,-5,-2,10,24
0,9,5,0.08599999999999991,1,5,-0.03899999999999998,3,0,0.13,-3,4,1,13,3,2,-6,-1,22
0,3,-9,0.09100000000000003,8,1,0.374,4,6,-0.04200000000000004,1,9,10,3,0,0,6,-2,18
0,1,-10,0.06800000000000006,-2,8,-0.2719999999999999,10,9,0.11899999999999988,0,8,8,12,-1,3,2,-7,10
0,9,-5,0.135,5,3,0.257,-10,-16,-0.018000000000000016,-16,3,-13,2,0,6,0,7,13
0,0,-4,0.025999999999999968,-5,-9,-0.044999999999999984,6,3,0.1459999999999999,1,7,8,-2,-3,6,1,-2,1
0,10,1,0.10800000000000004,5,9,0.05499999999999999,3,-5,0.32400000000000007,-3,14,11,14,5,2,-4,5,28
0,7,7,0.043999999999999984,-4,-8,-0.015000000000000013,3,6,-0.07899999999999996,7,12,19,10,-1,-7,1,-2,13
0,2,8,-0.012999999999999956,0,2,-0.030999999999999972,3,9,-0.30000000000000004,10,-2,8,-1,-1,3,-3,-10,7
0,10,-6,0.16099999999999998,2,-8,0.16799999999999998,-5,-1,-0.18799999999999994,-11,-2,-13,-1,0,1,-5,5,17
0,-5,-6,-0.02699999999999997,4,9,0.0020000000000000573,7,4,0.18700000000000006,-6,-3,-9,-2,4,-3,-1,-3,1
0,0,2,-0.01200000000000001,1,12,-0.20800000000000002,8,9,0.040000000000000036,-2,-4,-6,-10,3,1,-6,-3,9
0,-3,-4,-0.014000000000000012,1,-6,0.25100000000000006,6,4,0.14200000000000013,-1,1,0,-10,2,0,0,-1,1
0,0,1,-0.007000000000000006,-4,-11,-0.032999999999999974,8,8,0.052000000000000046,-8,-6,-14,7,8,1,-7,-6,4
0,5,8,0.02200000000000002,-1,-5,0.032999999999999974,4,7,-0.128,2,-1,1,1,1,-4,-7,-2,13
0,-3,-8,0.002999999999999947,0,-3,0.033,8,7,0.10199999999999998,-9,2,-7,5,5,2,-6,-7,2
0,11,11,0.069,1,-6,0.22000000000000003,-8,-10,0.01200000000000001,4,2,6,4,1,-6,-4,9,15
0,13,16,0.07300000000000001,3,2,0.15299999999999997,-16,-20,-0.09199999999999997,-1,-1,-2,5,-1,-2,-7,10,13
0,5,-7,0.10999999999999993,3,1,0.16200000000000003,-4,3,-0.21699999999999997,-4,8,4,5,-3,-3,4,-6,9
0,1,-11,0.065,6,4,0.262,0,5,-0.19300000000000006,-8,4,-4,2,-4,0,0,2,8
0,0,7,-0.05799999999999994,6,4,0.15799999999999997,-4,-3,-0.09400000000000008,-1,-3,-4,1,-1,1,-5,-4,2
0,0,-11,0.062,1,0,0.04299999999999998,1,2,-0.028000000000000025,-11,-3,-14,-1,-1,5,-3,-7,2
0,5,-5,0.09499999999999997,7,2,0.22599999999999995,3,3,0.05499999999999994,1,8,9,-1,-1,-2,5,1,20
0,3,-3,0.05399999999999999,1,6,-0.11099999999999999,1,4,-0.07400000000000007,4,3,7,10,2,9,1,0,8
0,-2,-7,0.015000000000000013,-4,-9,0.02200000000000002,9,13,-0.006000000000000005,-7,5,-2,0,4,-1,-4,-4,1
0,-5,-10,0.005999999999999894,4,4,0.17099999999999999,9,10,0.122,3,8,11,1,-2,0,8,1,3
0,8,-1,0.09799999999999998,0,-4,0.08400000000000002,-4,-3,-0.06999999999999995,2,10,12,-6,-3,4,3,1,12
0,15,8,0.133,11,16,0.193,4,-1,0.254,-4,9,5,8,10,-5,-10,-1,45
0,-1,5,-0.04200000000000004,6,12,0.118,-2,4,-0.21000000000000008,-3,-7,-10,4,10,1,-10,0,2
0,9,0,0.10700000000000004,7,-2,0.46599999999999997,-12,-15,-0.06000000000000005,-5,8,3,4,0,5,3,10,13
0,12,14,0.06399999999999995,9,12,0.296,-6,-6,-0.07800000000000007,0,-3,-3,10,6,4,-10,1,27
0,0,-13,0.07,3,14,-0.10999999999999999,2,12,-0.269,1,12,13,13,-1,4,5,-8,5
0,-3,2,-0.04700000000000004,2,13,-0.17599999999999988,6,8,-0.017000000000000126,5,1,6,-7,0,3,-2,-7,2
0,3,-10,0.09200000000000003,1,4,-0.023999999999999966,-6,-5,-0.1280000000000001,-12,-4,-16,10,4,3,0,0,1
0,10,0,0.137,-1,-1,-0.03999999999999998,-1,-6,0.14600000000000002,-5,5,0,9,-2,3,-2,3,18
0,12,14,0.069,6,2,0.285,-10,-10,-0.17899999999999994,3,1,4,1,3,-3,-6,7,20
0,3,1,0.030999999999999972,0,1,-0.010000000000000009,2,1,0.03600000000000003,-1,-1,-2,-1,-2,1,-1,-6,8
0,4,-7,0.08000000000000002,4,-4,0.333,7,-6,0.461,-1,13,12,12,0,-6,4,1,19
0,11,9,0.08000000000000002,-2,-1,-0.121,-4,-6,0.03200000000000003,0,4,4,10,7,-2,-7,3,16
0,2,0,0.027000000000000024,-2,-10,0.06999999999999995,4,9,-0.06500000000000006,6,1,7,-4,2,1,2,-7,6
0,9,5,0.07899999999999996,7,8,0.14300000000000007,-9,-8,-0.25,2,3,5,16,0,4,-1,5,16
0,10,20,0.02100000000000002,-1,-9,0.14400000000000002,-11,-11,-0.21000000000000008,3,-6,-3,5,4,0,-9,2,8
0,5,5,0.034999999999999976,-5,-15,-0.04600000000000004,1,-4,0.235,-4,-6,-10,2,4,-2,-8,4,6
0,8,-4,0.14,5,-3,0.3519999999999999,3,4,-0.014000000000000012,-3,6,3,15,4,3,0,4,24
0,-3,-10,0.026000000000000023,-4,-10,-0.031000000000000028,15,18,0.08899999999999997,-3,0,-3,2,1,-2,1,-8,5
0,0,3,-0.015000000000000013,-1,-5,0.02999999999999997,4,1,0.132,0,-1,-1,1,-2,-1,-3,3,3
0,6,-26,0.20900000000000002,-1,-11,0.11700000000000005,6,6,0.050999999999999934,-17,12,-5,6,-7,9,3,-5,17
0,6,-11,0.121,1,-1,0.064,0,5,-0.357,-5,6,1,11,-1,-1,0,0,13
0,5,-3,0.08400000000000002,4,-3,0.384,-10,-2,-0.40900000000000003,0,11,11,-4,-2,1,1,1,4
0,6,12,-0.0040000000000000036,3,9,0.010000000000000009,0,1,-0.039000000000000035,2,-6,-4,10,10,-2,-13,0,15
0,10,-5,0.14400000000000007,-2,-6,-0.013999999999999957,0,17,-0.35,0,7,7,8,3,5,-4,-12,18
0,6,0,0.08600000000000002,2,3,0.05499999999999999,-1,0,-0.04200000000000004,2,7,9,0,-2,-3,1,0,13
0,1,-5,0.039000000000000035,-4,-13,-0.10699999999999998,11,14,-0.17599999999999993,5,10,15,3,-3,6,3,-7,9
0,-2,3,-0.03700000000000003,2,10,-0.08000000000000002,13,7,0.39599999999999996,9,8,17,4,-2,2,-1,-4,11
0,-1,-7,0.023000000000000076,5,15,-0.029000000000000026,7,9,0.025000000000000022,2,8,10,-1,-2,1,2,-7,10
0,6,-3,0.09399999999999997,2,4,0.11399999999999999,-5,-6,-0.02300000000000002,0,12,12,-1,-6,0,5,3,9
0,2,-1,0.02799999999999997,4,6,0.11399999999999999,2,0,0.07999999999999996,0,5,5,5,1,5,2,-3,10
0,13,9,0.12199999999999994,9,7,0.30400000000000005,-10,-14,-0.05700000000000005,2,6,8,18,1,2,-2,9,25
0,6,2,0.065,-3,-5,-0.08299999999999996,0,1,-0.04400000000000004,-3,10,7,4,1,-1,-2,-1,9
0,7,14,0.01699999999999996,2,1,0.08400000000000002,1,-2,0.15900000000000014,6,2,8,9,9,-2,-7,2,17
0,2,7,-0.016000000000000014,2,-3,0.16700000000000004,-1,-3,0.062000000000000055,0,-3,-3,8,-1,-9,-3,-4,5
0,10,3,0.09899999999999998,4,4,0.14100000000000001,-4,-4,-0.050000000000000044,-1,0,-1,12,-2,2,1,3,20
0,9,3,0.09400000000000003,-1,1,-0.07100000000000006,-3,-1,-0.09200000000000008,5,10,15,9,-2,-2,1,-4,14
0,1,-4,0.031000000000000028,4,5,0.11199999999999999,3,-2,0.19999999999999996,-6,-4,-10,-6,-3,4,-1,-1,9
0,17,7,0.18399999999999994,2,1,0.11899999999999997,-7,-4,-0.128,6,10,16,15,0,1,-5,2,29
0,15,10,0.126,13,22,0.15599999999999997,-4,-2,-0.19500000000000006,10,12,22,20,0,-1,-1,4,39
0,-1,-15,0.07400000000000001,2,-1,0.135,6,12,-0.1339999999999999,0,12,12,1,-7,4,12,-5,6
0,2,-10,0.07800000000000007,-1,-2,-0.02300000000000002,7,-1,0.4669999999999999,-9,13,4,1,-3,2,0,-6,10
0,-4,-7,-0.006000000000000005,2,-3,0.182,8,6,0.1379999999999999,-7,-5,-12,-4,-1,0,-3,-4,2
0,-2,-9,0.023999999999999966,1,6,-0.05700000000000005,4,7,-0.031000000000000028,-3,-3,-6,-2,-1,-5,0,-3,1
0,12,0,0.15999999999999992,-1,-6,0.027999999999999997,-8,-9,-0.041999999999999815,-7,3,-4,4,0,1,-3,-1,15
0,0,-14,0.08400000000000007,2,-2,0.179,8,12,-0.07000000000000006,1,11,12,5,-1,2,6,-6,10
0,7,1,0.08100000000000002,-7,-13,-0.237,-2,4,-0.23299999999999998,0,-1,-1,10,-2,0,-2,-6,5
0,1,-15,0.11499999999999994,4,5,0.158,-4,-3,-0.10100000000000009,-2,12,10,0,-8,6,16,4,2
0,-2,-11,0.033999999999999975,11,21,0.18100000000000002,7,4,0.31299999999999994,-3,6,3,7,-4,-3,3,3,14
0,5,0,0.05700000000000005,7,9,0.21200000000000002,4,7,-0.05900000000000005,2,6,8,4,4,-1,-3,1,21
0,9,-1,0.11800000000000005,2,8,0.06699999999999999,-3,-3,-0.15000000000000002,-3,3,0,6,3,5,-1,5,17
0,3,-15,0.126,4,-8,0.43299999999999994,-3,-7,0.11299999999999999,-10,12,2,12,-3,4,7,-2,7
0,0,5,-0.02799999999999997,3,-5,0.348,5,12,-0.17000000000000004,4,-4,0,6,5,2,-8,-8,8
0,6,-7,0.10300000000000004,-3,-10,-0.03,0,-1,0.04399999999999993,-15,3,-12,4,-2,0,-3,0,9
0,-8,-9,-0.03999999999999998,2,0,0.125,22,26,0.27499999999999997,4,5,9,-1,3,1,1,-9,8
0,5,5,0.02799999999999997,20,25,0.37499999999999994,1,5,-0.08599999999999997,3,5,8,14,4,-3,-4,-2,31
0,0,-6,0.035999999999999976,3,4,0.059,8,12,-0.04599999999999993,0,-2,-2,2,2,5,-4,-7,11
0,1,-9,0.068,1,1,0.06700000000000006,3,5,-0.06400000000000006,-3,9,6,4,2,2,5,3,6
0,0,-10,0.062,5,12,0.0,6,7,0.051000000000000156,-3,11,8,0,-2,1,5,-3,11
0,15,13,0.09699999999999998,3,9,-0.025000000000000022,-6,-12,0.09200000000000008,1,7,8,12,1,0,-7,10,27
0,5,2,0.04800000000000004,0,-10,0.16700000000000004,-4,0,-0.21099999999999997,4,0,4,2,-1,2,2,-4,6
0,-2,-1,-0.019000000000000017,3,-1,0.19899999999999998,4,4,0.04599999999999993,1,4,5,-6,-1,-2,-1,-10,3
0,1,2,0.0,1,-2,0.07500000000000001,3,3,0.017000000000000015,0,-1,-1,4,3,4,-6,-10,6
0,4,0,0.04999999999999999,2,7,-0.043999999999999984,0,-2,0.08200000000000007,-5,-3,-8,8,6,0,-2,3,10
0,4,-3,0.07100000000000001,3,-1,0.21900000000000003,-2,2,-0.21999999999999997,-2,-5,-7,5,6,3,-5,0,9
0,10,2,0.09600000000000003,-2,3,-0.15200000000000002,3,4,0.0,-3,4,1,4,5,12,-7,-3,21
0,3,-5,0.05700000000000005,0,-2,0.032999999999999974,4,8,-0.07800000000000007,-1,-1,-2,1,10,1,-4,-4,10
0,1,-8,0.04700000000000004,3,9,0.043999999999999984,14,18,0.04599999999999993,0,3,3,0,2,-4,-6,-9,19
0,1,-9,0.064,0,1,-0.010999999999999982,2,4,-0.052000000000000046,-6,4,-2,3,-8,3,-2,-3,4
0,10,-1,0.12700000000000006,-1,-9,0.184,-5,-3,-0.10499999999999998,8,5,13,8,-3,3,3,2,14
0,8,-5,0.127,2,-8,0.22900000000000004,-8,-9,-0.040000000000000036,-5,2,-3,9,-2,1,1,5,10
0,10,0,0.11500000000000005,0,-12,0.23800000000000002,1,-5,0.16000000000000003,-1,6,5,9,8,2,-3,9,21
0,12,-5,0.16299999999999998,-1,-8,0.10399999999999998,9,9,0.11199999999999988,0,12,12,3,6,4,-4,0,32
0,10,12,0.050000000000000044,-4,-8,0.020999999999999908,-5,-5,-0.07200000000000006,6,5,11,-6,-4,-1,-4,4,11
0,-2,-9,0.022999999999999965,4,12,0.021999999999999964,7,6,0.11599999999999999,-2,2,0,-7,-4,6,3,-3,7
0,-6,-6,-0.03500000000000003,-1,-7,0.119,24,28,0.06000000000000005,-2,-5,-7,-7,7,-4,-13,-11,11
0,9,8,0.06,0,-2,0.03799999999999998,-8,-10,0.017000000000000015,6,10,16,6,-3,-5,5,4,10
0,7,-9,0.13999999999999996,4,0,0.15400000000000003,-3,-4,0.0,-8,7,-1,6,1,5,-1,7,15
0,7,18,-0.011000000000000065,-7,-13,-0.18699999999999997,-5,-9,0.05799999999999994,7,-3,4,-4,3,2,-4,9,2
0,0,5,-0.02999999999999997,2,3,0.04700000000000004,4,3,0.07599999999999996,2,7,9,8,1,0,-4,-3,6
0,2,-9,0.08700000000000002,8,11,0.1180000000000001,10,13,0.013000000000000012,-3,4,1,-1,2,-1,-5,-3,22
0,1,1,0.006000000000000005,7,13,0.23099999999999998,-3,-7,0.09599999999999997,-2,3,1,0,-1,4,-1,1,6
0,11,4,0.10499999999999998,7,3,0.278,2,3,-0.01100000000000001,-1,2,1,11,6,7,-8,2,31
0,-1,1,-0.01799999999999996,1,-4,0.16700000000000004,5,1,0.242,2,2,4,4,2,-8,-3,-6,4
0,11,4,0.12100000000000005,2,-2,0.15999999999999992,-9,-21,0.31500000000000006,-5,3,-2,2,2,-1,-3,11,15
0,3,-4,0.06,-3,-3,-0.09700000000000003,5,8,-0.03400000000000003,4,4,8,-1,0,3,5,-2,8
0,4,-12,0.11199999999999999,5,4,0.17500000000000004,12,14,0.05500000000000005,-11,3,-8,13,5,5,-5,-3,25
0,7,-3,0.09899999999999998,1,0,0.059,-10,-9,-0.10399999999999998,-1,5,4,6,-1,-5,7,6,5
0,12,5,0.11199999999999999,0,0,0.0,-13,-13,-0.17000000000000004,4,16,20,4,-3,-1,4,2,11
0,4,3,0.030000000000000027,4,4,0.15400000000000003,-1,9,-0.27600000000000013,5,0,5,4,3,-1,-2,-3,11
0,-5,-5,-0.027000000000000024,5,4,0.125,9,7,0.20400000000000007,-7,-7,-14,9,4,-3,-5,0,4
0,9,1,0.11699999999999994,6,0,0.316,1,3,-0.05599999999999994,-6,-5,-11,10,8,-1,-11,-3,25
0,7,10,0.026000000000000023,2,-3,0.21200000000000002,1,-3,0.133,3,0,3,6,5,2,-6,4,17
0,9,10,0.050000000000000044,-1,4,-0.20799999999999996,-7,-12,0.16000000000000003,5,4,9,3,1,3,-3,10,10
0,8,6,0.067,3,5,0.05300000000000005,-5,-2,-0.20799999999999996,3,5,8,10,0,3,-2,1,14
0,5,10,-0.0010000000000000009,-5,-12,-0.03700000000000003,1,6,-0.22199999999999998,12,0,12,3,1,0,-4,3,6
0,4,-15,0.11699999999999999,5,3,0.243,15,22,-0.259,-12,-1,-13,5,9,1,-9,-15,28
0,-4,-2,-0.033999999999999975,1,-13,0.24700000000000005,13,10,0.19799999999999995,1,2,3,-7,3,-5,-2,0,6
0,6,9,0.020000000000000018,3,3,0.11499999999999999,-2,-7,0.138,6,0,6,8,4,-3,-6,4,13
0,1,0,0.012999999999999956,2,4,0.015000000000000013,-1,4,-0.1409999999999999,2,1,3,-4,0,0,0,-5,3
0,2,-3,0.04600000000000004,6,4,0.333,4,0,0.19999999999999996,-15,-8,-23,3,3,-4,-11,-5,14
0,-1,-4,0.014000000000000012,3,-4,0.29300000000000004,7,6,0.18800000000000006,1,4,5,1,-2,-1,0,2,8
0,2,-12,0.09199999999999997,0,5,-0.08299999999999996,0,3,-0.10400000000000009,0,11,11,1,-2,-1,7,0,4
0,12,2,0.136,5,2,0.21300000000000002,-10,-19,0.23199999999999998,-4,12,8,5,-6,7,1,9,19
0,-2,-16,0.043999999999999984,-1,-10,0.10599999999999998,10,14,-0.0029999999999998916,-6,5,-1,-7,0,-1,3,-5,5
0,6,-21,0.18899999999999995,-1,-11,0.11599999999999996,1,-5,0.2330000000000001,-10,14,4,6,-6,-1,10,-1,12
0,9,-9,0.17000000000000004,-1,1,-0.07899999999999996,0,6,-0.18799999999999994,-5,11,6,2,0,7,0,-2,17
0,5,7,0.020999999999999963,2,14,-0.10600000000000004,-3,-6,0.05800000000000005,2,0,2,7,2,-3,-2,-1,9
0,1,-2,0.021999999999999964,4,8,0.10199999999999995,0,1,-0.038999999999999924,0,0,0,-4,-1,-3,0,-6,6
0,1,-11,0.08200000000000002,2,-3,0.21200000000000002,3,0,0.125,-5,8,3,1,-7,2,5,-2,7
0,4,1,0.04699999999999993,0,-5,0.08800000000000008,5,7,-0.04800000000000004,6,1,7,7,6,5,-5,3,13
0,-5,-2,-0.04800000000000004,4,5,0.10100000000000003,7,3,0.21299999999999997,-3,-4,-7,-1,-3,0,-1,1,1
0,4,19,-0.07599999999999996,2,4,0.03500000000000003,5,-1,0.253,9,3,12,10,3,-10,-3,5,15
0,1,2,0.0030000000000000027,2,-2,0.15699999999999995,-2,-5,0.127,-5,-5,-10,3,4,0,-10,2,2
0,-1,-4,0.015000000000000013,4,10,-0.11299999999999999,9,8,0.15499999999999992,0,8,8,4,-3,-2,-1,-3,11
0,-2,-13,0.03999999999999998,3,8,0.08100000000000002,2,3,-0.03400000000000003,-5,1,-4,1,-1,6,3,0,1
0,10,12,0.05400000000000005,9,18,0.132,-6,-10,0.08999999999999997,3,4,7,10,4,8,-6,5,23
0,1,9,-0.04300000000000004,6,7,0.22699999999999998,3,3,0.04400000000000004,9,7,16,-3,3,1,0,2,11
0,15,13,0.11500000000000005,1,3,0.0030000000000000027,-7,-9,-0.030000000000000027,2,6,8,10,2,1,-9,1,24
0,1,-7,0.05399999999999999,8,8,0.198,0,4,-0.13300000000000012,-7,3,-4,10,2,4,-3,-4,10
0,3,12,-0.027000000000000024,0,5,-0.086,-4,-3,-0.07099999999999995,5,-5,0,3,4,6,-1,-1,2
0,9,2,0.09600000000000003,-3,-11,-0.044999999999999984,-11,-13,-0.029000000000000026,-1,5,4,2,-1,6,4,3,4
0,17,13,0.14700000000000002,3,-5,0.29900000000000004,-1,5,-0.33299999999999996,9,8,17,7,3,-3,-10,1,36
0,3,-6,0.07100000000000001,0,-4,0.069,-2,-8,0.15599999999999992,-12,-5,-17,0,-4,6,-1,-1,4
0,7,10,0.031000000000000028,7,20,0.07999999999999999,11,14,0.1399999999999999,10,3,13,14,-1,1,-6,-9,32
0,8,14,0.010000000000000009,10,10,0.23299999999999993,-2,-5,0.06899999999999995,7,3,10,-5,0,6,-2,8,24
0,9,15,0.02800000000000008,8,16,0.148,-16,-12,-0.19799999999999995,8,3,11,7,5,-1,-2,6,10
0,-3,-5,-0.006000000000000005,3,-1,0.17600000000000005,5,5,0.07200000000000006,5,1,6,2,2,-6,7,-4,2
0,-2,-2,-0.013999999999999957,0,0,0.0,11,20,-0.1459999999999999,2,4,6,-1,1,1,-5,-7,7
0,7,-2,0.09999999999999998,-6,-11,-0.11700000000000005,6,10,-0.0,6,9,15,1,7,3,0,2,14
0,4,0,0.04699999999999993,1,-4,0.15000000000000002,0,-3,0.11499999999999999,3,5,8,7,2,-1,0,3,9
0,1,-8,0.052999999999999936,5,-1,0.215,6,10,-0.08300000000000007,-3,2,-1,-8,-1,3,2,-2,13
0,8,2,0.08700000000000002,-3,-7,-0.06899999999999998,-9,-12,0.03700000000000003,2,12,14,12,1,1,3,13,4
0,1,-15,0.08900000000000008,1,5,-0.027000000000000024,3,6,-0.061999999999999944,-3,7,4,4,1,6,7,-2,6
0,0,-5,0.030000000000000027,5,4,0.18200000000000005,9,9,0.06799999999999995,-5,-2,-7,6,3,5,-2,1,14
0,5,0,0.064,2,5,-0.0,-4,-7,0.08500000000000008,-4,2,-2,0,4,2,0,-1,8
0,1,6,-0.026000000000000023,3,-3,0.16600000000000004,8,9,0.07200000000000006,0,-9,-9,-5,5,-1,-8,-5,13
0,4,-8,0.09000000000000002,-3,-8,0.031000000000000028,1,2,-0.02299999999999991,-8,4,-4,1,1,-1,1,5,6
0,1,1,0.006999999999999951,-2,-1,-0.10999999999999999,5,12,-0.15800000000000014,1,-6,-5,4,4,-3,-5,-10,5
0,3,3,0.01800000000000007,6,13,0.066,3,-4,0.29800000000000004,-3,4,1,8,1,4,-2,6,15
0,2,3,0.006999999999999951,1,3,-0.029000000000000026,5,3,0.18100000000000005,2,1,3,1,-1,-2,-4,-2,10
0,2,5,-0.0050000000000000044,4,5,0.062000000000000055,-5,-4,-0.06300000000000006,-2,-4,-6,1,8,-7,-5,1,3
0,13,-7,0.195,6,-4,0.27899999999999997,2,3,-0.009000000000000008,1,14,15,11,-5,6,6,-4,34
0,3,1,0.02999999999999997,-2,2,-0.132,10,11,0.10999999999999999,7,8,15,0,0,-1,0,-4,14
0,-1,10,-0.067,3,12,-0.08299999999999996,2,-5,0.18800000000000006,2,-7,-5,1,5,-3,-6,-1,3
0,-3,-11,0.01700000000000007,1,0,0.07700000000000001,12,12,0.09400000000000008,0,12,12,3,1,0,5,-7,7
0,3,9,-0.0030000000000000027,-2,-5,0.018000000000000016,2,8,-0.14,9,-2,7,6,2,3,-4,-5,6
0,9,-2,0.134,1,3,0.031,0,3,-0.17499999999999993,-5,2,-3,0,4,2,-9,0,19
0,11,-3,0.16799999999999993,3,1,0.15800000000000003,1,3,-0.05400000000000005,-5,6,1,9,2,5,-1,-2,26
0,11,4,0.10099999999999987,0,5,-0.10100000000000003,-8,-6,-0.16800000000000004,-4,3,-1,9,4,7,-9,7,14
0,1,-14,0.09200000000000003,6,0,0.19999999999999996,2,1,0.122,-7,3,-4,1,-4,-1,3,3,10
