mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
0,8,-1,0.11299999999999999,2,1,0.09500000000000001,-2,-3,0.016000000000000014,-5,0,-5,13,5,2,-8,3,16
0,6,3,0.055999999999999994,-2,-12,0.125,0,0,0.0,6,6,12,15,1,1,0,-2,10
0,3,5,0.008999999999999952,1,4,-0.02100000000000002,7,8,0.09799999999999998,1,0,1,0,4,3,-5,-5,14
0,0,4,-0.02200000000000002,-1,3,-0.129,8,9,0.07400000000000007,5,5,10,-2,6,-2,-2,-9,7
0,7,-1,0.08799999999999991,11,18,0.007000000000000006,-8,-11,0.09100000000000008,-5,-4,-9,12,1,2,-4,11,17
0,-3,-6,0.0,-2,-7,0.07899999999999996,12,17,-0.06999999999999995,-3,1,-2,4,3,1,-3,-9,4
0,0,-12,0.06899999999999995,7,17,0.09499999999999997,-1,-8,0.17300000000000004,-13,2,-11,11,1,4,-4,5,6
0,5,-18,0.1529999999999999,7,6,0.22100000000000003,-2,-3,0.03200000000000003,-5,16,11,2,-2,-2,9,-3,15
0,4,2,0.03799999999999998,4,0,0.2,-6,-3,-0.15000000000000002,1,1,2,10,-4,0,-1,-5,6
0,-5,-6,-0.02899999999999997,14,14,0.389,4,2,0.09999999999999998,-5,-4,-9,5,0,1,2,1,8
0,0,-11,0.051000000000000045,0,-8,0.10499999999999998,5,16,-0.239,3,10,13,-1,-8,-2,7,-7,5
0,7,0,0.08799999999999997,0,0,-0.0,-4,-1,-0.129,5,3,8,5,5,-1,1,-1,10
0,10,5,0.09300000000000008,8,12,0.25000000000000006,4,8,-0.10199999999999998,4,8,12,9,0,9,0,-2,32
0,11,-5,0.15099999999999997,6,6,0.138,-13,-19,0.06999999999999995,-6,10,4,12,-1,5,4,7,15
0,4,8,0.007000000000000006,-1,1,-0.06,5,8,-0.020999999999999908,8,13,21,6,6,4,3,-8,12
0,5,13,-0.0040000000000000036,-3,-8,-0.05500000000000002,3,3,0.025999999999999912,6,-1,5,3,8,-3,-7,-3,10
0,-1,-8,0.028000000000000025,0,-8,0.136,6,8,-0.03200000000000003,2,9,11,8,-4,1,6,0,4
0,13,7,0.12,-1,-6,0.061000000000000054,-6,-5,-0.321,2,6,8,11,2,1,-5,-4,19
0,0,-10,0.06000000000000005,2,2,0.097,3,7,-0.1359999999999999,-9,1,-8,14,1,2,-1,-6,5
0,-2,11,-0.09299999999999997,4,5,0.135,3,2,0.06299999999999994,-1,-12,-13,-2,9,2,-9,5,3
0,6,1,0.07299999999999995,2,5,0.010999999999999954,3,2,0.15000000000000002,6,8,14,4,-3,1,1,-5,17
0,14,5,0.132,3,0,0.15,-9,-15,0.03400000000000003,0,2,2,15,0,-2,1,5,22
0,3,4,0.010999999999999954,-1,-2,-0.01200000000000001,-2,-1,-0.08100000000000007,0,2,2,7,-4,-2,1,-2,3
0,2,3,0.0050000000000000044,10,15,0.275,11,12,0.09399999999999986,1,0,1,9,4,0,-4,-6,25
0,8,0,0.10999999999999999,4,8,0.020000000000000018,-4,-4,-0.028000000000000025,-5,6,1,5,2,3,-3,1,16
0,7,9,0.040000000000000036,1,-3,0.09399999999999997,-3,-7,0.11699999999999999,2,5,7,-1,2,-4,-2,11,12
0,0,-5,0.02699999999999997,0,6,-0.129,6,11,-0.10300000000000009,-2,4,2,2,-5,0,2,-3,6
0,-7,-20,0.02899999999999997,2,1,0.08699999999999997,15,17,0.09399999999999997,0,13,13,-5,-7,3,11,-6,3
0,7,11,0.03199999999999997,4,-2,0.23100000000000004,-9,-12,0.019000000000000128,9,6,15,2,0,0,6,7,9
0,-5,-14,0.013999999999999957,0,4,-0.08000000000000002,13,20,-0.10000000000000009,-3,-3,-6,-1,3,1,0,-11,3
0,-2,-12,0.03899999999999998,-1,4,-0.087,8,10,-0.03200000000000003,-9,-3,-12,-3,6,0,-2,-2,3
0,-2,7,-0.066,-2,-2,-0.061,10,10,0.18700000000000006,1,-10,-9,-4,2,0,-8,-5,4
0,9,-9,0.17200000000000004,8,4,0.348,0,5,-0.11499999999999999,-7,10,3,8,2,5,2,-2,26
0,8,-4,0.12100000000000005,2,-5,0.182,-6,-6,-0.06400000000000006,-9,5,-4,7,-1,-3,-3,1,12
0,13,10,0.10100000000000009,15,16,0.31,-3,-10,0.16800000000000004,-1,3,2,11,7,4,-4,4,38
0,12,13,0.08799999999999997,-1,-10,0.25,-6,-16,0.26,-2,7,5,11,4,-1,-9,3,17
0,9,-1,0.11500000000000005,2,0,0.10000000000000003,3,4,-0.017000000000000015,3,11,14,3,2,2,-1,2,23
0,5,13,-0.016000000000000014,8,12,0.209,-6,-5,-0.129,7,-4,3,3,4,2,-3,5,12
0,-1,-12,0.05399999999999999,-4,-5,-0.10800000000000001,12,15,0.1140000000000001,-3,5,2,2,-5,1,1,-8,6
0,8,9,0.05199999999999999,3,12,-0.02699999999999997,-13,-19,0.15799999999999992,-2,-3,-5,6,-2,4,-3,1,6
0,-2,-11,0.02899999999999997,-3,6,-0.18600000000000005,14,16,0.14200000000000002,-13,-2,-15,14,6,1,-7,-5,7
0,3,3,0.02100000000000002,7,9,0.16499999999999998,0,-3,0.08099999999999996,-1,3,2,3,3,-1,-3,3,13
0,4,11,-0.015000000000000013,1,-7,0.16600000000000004,3,2,0.050000000000000044,9,1,10,2,8,-1,-4,0,12
0,2,-19,0.132,4,1,0.22999999999999998,2,6,-0.1280000000000001,-7,8,1,1,-1,8,3,-3,10
0,6,-4,0.09000000000000002,6,-4,0.39799999999999996,-3,-5,0.07200000000000006,-1,7,6,7,3,-2,3,2,15
0,1,-3,0.026000000000000023,2,3,0.03999999999999998,-1,-2,0.03500000000000003,-5,2,-3,1,-3,-2,2,7,3
0,2,-3,0.043999999999999984,-9,-18,-0.20000000000000007,8,7,0.10399999999999998,-3,1,-2,-6,0,2,-5,0,3
0,2,5,-0.002999999999999947,1,1,0.02799999999999997,-3,-2,-0.09899999999999987,4,-1,3,0,1,1,-2,5,2
0,9,1,0.09899999999999998,-3,-3,-0.08899999999999997,3,4,0.0,5,13,18,3,-3,1,7,-1,18
0,1,-7,0.055999999999999994,1,1,0.03200000000000003,17,17,0.245,0,9,9,1,1,3,2,-3,20
0,1,-1,0.016000000000000014,5,1,0.265,4,-2,0.2679999999999999,0,-1,-1,2,5,4,-4,1,11
0,-4,6,-0.08300000000000007,6,9,0.148,5,9,-0.062000000000000055,0,-13,-13,-2,5,-3,-10,-5,3
0,12,13,0.07900000000000007,6,14,0.025000000000000022,-1,9,-0.367,3,1,4,11,7,4,-10,-5,29
0,-1,-2,-0.0020000000000000573,-1,1,-0.05799999999999994,9,12,-0.05400000000000005,7,3,10,1,-1,8,-1,-1,6
0,6,3,0.063,6,17,0.032999999999999974,-2,-6,0.08100000000000007,0,7,7,8,1,7,0,1,16
0,2,-8,0.06800000000000006,5,3,0.16100000000000003,-1,2,-0.18700000000000006,-2,5,3,8,-3,7,3,-1,8
0,10,6,0.08200000000000002,7,3,0.22899999999999998,-6,-7,-0.09599999999999997,4,13,17,8,1,-3,3,9,21
0,4,-3,0.07499999999999996,3,-10,0.322,-1,1,-0.10299999999999998,-3,6,3,6,0,-3,0,4,10
0,-1,-7,0.022999999999999965,2,-3,0.16200000000000003,7,3,0.19899999999999995,0,9,9,-5,-9,0,9,0,7
0,-4,-5,-0.020999999999999963,6,2,0.357,8,13,-0.08899999999999986,6,5,11,-1,1,0,4,-4,6
0,4,-1,0.051000000000000045,4,5,0.13399999999999998,5,12,-0.14300000000000002,3,5,8,5,-3,2,2,-8,17
0,0,3,-0.016000000000000014,0,11,-0.177,7,8,0.030999999999999917,-2,-8,-10,1,8,0,-9,-1,7
0,-2,3,-0.041000000000000036,4,0,0.13299999999999995,1,-3,0.16500000000000004,-7,-5,-12,2,7,-2,-6,3,1
0,-1,-9,0.04800000000000004,1,-9,0.17800000000000005,7,-2,0.33999999999999997,-8,3,-5,-6,3,4,-5,-1,6
0,4,6,0.015000000000000013,-2,8,-0.296,-4,1,-0.12,2,-3,-1,0,4,-7,-2,-3,2
0,3,2,0.024000000000000077,-4,-8,-0.05700000000000005,6,6,0.06400000000000006,2,4,6,0,1,6,-3,1,8
0,6,0,0.07500000000000007,5,5,0.16700000000000004,-8,-8,-0.07800000000000018,-1,1,0,6,2,-4,6,8,9
0,-3,-7,0.004000000000000059,-5,-5,-0.183,14,20,-0.04499999999999993,-1,0,-1,-6,5,2,-6,-8,3
0,-4,3,-0.06699999999999995,7,14,0.05799999999999994,4,3,0.08900000000000008,1,-5,-4,-3,2,2,0,3,3
0,3,2,0.026000000000000023,4,6,0.13799999999999996,0,0,0.0,-3,-4,-7,5,4,2,-8,6,10
0,7,-13,0.16100000000000003,7,-3,0.405,-3,-5,0.050999999999999934,-8,16,8,3,-2,7,5,7,18
0,12,11,0.08100000000000002,5,-1,0.18099999999999994,1,-4,0.17199999999999993,6,11,17,4,3,7,-3,-1,30
0,7,21,-0.02200000000000002,2,3,0.07500000000000001,-7,-11,-0.039999999999999925,7,1,8,2,4,-1,-8,0,9
0,7,22,-0.026000000000000023,4,8,0.07300000000000001,1,-7,0.31599999999999995,1,-7,-6,11,14,3,-15,2,19
0,0,-8,0.04200000000000004,3,1,0.16000000000000003,1,2,-0.010000000000000009,0,5,5,-2,-5,-2,6,-9,4
0,10,1,0.11700000000000005,10,9,0.278,5,-1,0.262,-1,10,9,15,-3,-6,1,5,35
0,-2,-9,0.02300000000000002,4,6,0.11299999999999999,4,5,-0.0050000000000000044,-8,2,-6,0,3,3,-2,0,4
0,3,-14,0.10599999999999998,7,3,0.35800000000000004,12,14,-0.025000000000000022,-8,6,-2,-2,0,-1,0,-12,25
0,3,5,0.008000000000000063,-4,-5,-0.10200000000000004,0,-2,0.09400000000000008,6,8,14,-3,-2,0,4,-5,2
0,6,-2,0.08700000000000002,3,5,0.059,-4,-5,-0.010999999999999899,-1,4,3,-4,1,4,-4,2,11
0,8,-4,0.11800000000000005,3,-2,0.182,3,6,-0.09499999999999997,0,10,10,3,1,5,1,-2,22
0,0,-24,0.12,0,-6,0.15000000000000002,10,20,-0.05800000000000005,-3,6,3,-10,-5,4,7,-12,10
0,2,-6,0.05800000000000005,4,6,0.030000000000000027,11,15,-0.08399999999999996,0,4,4,6,4,-1,-5,-5,19
0,-3,-12,0.022000000000000075,9,14,0.20699999999999996,2,0,0.08299999999999996,-7,1,-6,4,-1,4,2,-3,5
0,7,9,0.03200000000000003,-3,-9,0.0,7,7,0.050999999999999934,4,-2,2,4,3,4,-8,-5,18
0,-2,-3,-0.006000000000000005,-2,-2,-0.061999999999999944,8,13,-0.07499999999999996,-9,-8,-17,0,4,-1,-9,-7,2
0,15,-1,0.21100000000000002,2,-3,0.194,-1,-1,-0.015000000000000013,-6,7,1,11,0,2,-3,-2,31
0,7,4,0.066,2,-6,0.132,-2,-8,0.07600000000000007,1,5,6,13,1,-3,2,8,14
0,3,-11,0.10100000000000003,-1,-6,0.05399999999999999,1,1,0.01100000000000001,-3,10,7,0,-3,5,4,-5,6
0,4,-8,0.08300000000000007,5,0,0.22799999999999998,-9,-13,-0.017000000000000015,-8,7,-1,10,1,1,3,5,4
0,5,1,0.05499999999999999,-1,2,-0.09100000000000003,0,-4,0.16700000000000004,-5,-3,-8,10,4,2,-8,-6,9
0,5,-3,0.07700000000000001,1,-4,0.06299999999999994,-6,-6,-0.08299999999999996,0,10,10,4,-3,-2,6,3,5
0,9,3,0.09499999999999997,0,-4,0.07,-9,-9,-0.122,-4,2,-2,2,3,0,-4,2,9
0,2,0,0.02799999999999997,0,-4,0.08000000000000002,6,6,0.08500000000000008,5,7,12,1,0,2,3,-5,10
0,4,1,0.041000000000000036,-2,-5,-0.05000000000000002,-3,-1,-0.09200000000000008,0,-4,-4,3,6,2,-3,-1,3
0,13,4,0.137,4,-6,0.246,-9,-17,0.14600000000000013,2,13,15,5,-3,0,6,9,21
0,3,-7,0.07199999999999995,0,8,-0.10499999999999998,6,3,0.18900000000000006,-3,6,3,0,0,-1,1,-4,12
0,-6,-6,-0.04500000000000004,2,3,0.08199999999999999,18,21,0.039000000000000035,3,4,7,-7,0,-3,-3,-11,8
0,1,-5,0.03600000000000003,0,-2,0.02799999999999997,8,11,-0.04400000000000004,-1,0,-1,2,5,3,-4,-8,10
0,3,1,0.028000000000000025,4,0,0.23500000000000004,-3,-1,-0.09600000000000009,-5,-2,-7,8,4,-6,-8,7,7
0,2,3,0.007000000000000006,1,-2,0.10799999999999998,12,12,0.09699999999999998,4,0,4,0,6,-5,-7,-10,17
0,-1,-1,-0.006000000000000005,-4,-12,0.04200000000000004,8,11,-0.025999999999999912,1,-2,-1,11,3,1,-6,-6,2
0,2,1,0.01899999999999996,-2,-1,-0.12600000000000003,4,8,-0.133,2,-1,1,3,4,4,-3,-2,6
0,10,7,0.08900000000000008,4,1,0.16599999999999998,-1,1,-0.10699999999999998,-2,2,0,15,8,0,-7,2,23
0,14,3,0.14900000000000002,2,-5,0.21499999999999997,-8,-11,0.04200000000000004,-1,9,8,8,1,0,1,8,22
0,-3,-3,-0.019000000000000017,0,-6,0.10199999999999998,10,10,0.1499999999999999,6,7,13,-6,-9,-8,6,-9,4
0,11,5,0.11200000000000004,3,-7,0.179,-8,-5,-0.23199999999999998,3,10,13,12,2,0,-1,7,17
0,13,4,0.131,0,-8,0.20900000000000002,-7,-10,-0.050999999999999934,-4,6,2,8,1,1,-4,13,19
0,2,-4,0.04899999999999999,-1,-1,-0.033000000000000085,-1,1,-0.06199999999999983,-2,-1,-3,-2,4,7,-1,-2,2
0,4,10,-0.0009999999999999454,-7,-14,-0.14499999999999996,0,1,-0.028999999999999915,11,7,18,-8,1,5,-4,-3,1
0,6,6,0.03899999999999998,0,-11,0.189,-7,-11,0.038000000000000034,5,6,11,8,-1,1,3,9,5
0,1,0,0.01200000000000001,8,22,-0.030000000000000027,-8,-3,-0.33299999999999996,-3,-1,-4,9,-1,-2,1,-4,2
0,6,15,-0.01200000000000001,0,-6,0.10700000000000004,-5,-7,0.018000000000000016,15,5,20,5,-1,0,3,-2,7
0,6,-4,0.09400000000000008,7,19,-0.03500000000000003,-5,-4,-0.1070000000000001,-9,-5,-14,7,3,-4,-6,-1,14
0,5,-9,0.11499999999999999,-1,-7,0.13,15,19,0.028000000000000025,-2,9,7,-3,5,-1,-2,-7,24
0,6,14,-0.003999999999999948,-3,-6,-0.15600000000000003,-2,-2,-0.05999999999999994,2,-4,-2,4,6,-7,-10,-2,7
0,10,-3,0.14600000000000002,-7,-21,-0.0,-4,-7,0.02400000000000002,-3,7,4,5,1,0,2,-3,9
0,-2,-2,-0.011999999999999955,-1,6,-0.16700000000000004,7,5,0.1130000000000001,5,8,13,-5,-5,3,4,2,2
0,11,17,0.04699999999999993,-7,-13,-0.15699999999999997,-7,-7,-0.122,8,0,8,9,3,0,-6,-4,8
0,8,-5,0.118,1,5,-0.02400000000000002,3,-2,0.20499999999999996,-1,11,10,8,-4,0,3,3,20
0,1,-12,0.07199999999999995,5,11,0.04899999999999999,1,8,-0.17100000000000004,-5,4,-1,3,0,1,4,-2,8
0,0,1,-0.006000000000000005,1,2,0.013000000000000012,2,3,-0.03300000000000003,0,2,2,2,1,-7,1,-10,3
0,11,-2,0.15400000000000003,-5,-14,0.0040000000000000036,2,4,-0.025000000000000022,-1,8,7,0,-9,1,0,-6,19
0,9,10,0.05700000000000005,-2,2,-0.12800000000000003,-1,2,-0.122,9,11,20,1,-2,-4,-1,4,15
0,15,18,0.07800000000000001,5,8,0.10700000000000004,-9,-11,-0.03600000000000003,4,7,11,10,8,-4,-9,4,26
0,-1,-5,0.01200000000000001,11,8,0.35400000000000004,-4,-5,0.03399999999999992,-8,-5,-13,0,-3,0,0,9,5
0,1,3,-0.0050000000000000044,2,7,-0.02100000000000002,4,4,0.039999999999999925,-3,-2,-5,1,2,-3,-5,0,8
0,6,1,0.065,5,8,0.144,6,3,0.17599999999999993,3,6,9,5,1,-2,1,0,23
0,0,12,-0.065,-5,-13,-0.07699999999999999,12,10,0.17799999999999994,5,-4,1,-8,8,-6,-11,-7,7
0,6,19,-0.02699999999999997,-1,-6,0.04200000000000004,-4,-4,-0.052000000000000046,4,-8,-4,3,6,-5,-10,1,7
0,9,1,0.10499999999999998,2,0,0.09499999999999997,8,2,0.43799999999999994,0,11,11,0,-1,6,1,-3,28
0,6,-10,0.14400000000000002,-3,-6,-0.10700000000000004,2,2,0.02200000000000002,-4,14,10,4,2,-1,3,-2,11
0,4,1,0.046999999999999986,-2,-1,-0.07499999999999996,6,3,0.15500000000000003,5,5,10,-4,1,1,0,2,12
0,11,4,0.11400000000000005,3,0,0.21400000000000008,1,1,0.007000000000000006,5,11,16,15,2,4,4,-3,26
0,7,10,0.030000000000000027,-1,-8,0.09899999999999998,-6,-8,0.03299999999999992,5,5,10,3,5,-3,-5,0,7
0,8,-2,0.11900000000000005,-8,-14,-0.10499999999999998,-2,-6,0.131,-5,-1,-6,7,1,-2,-3,0,6
0,2,1,0.016000000000000014,-3,-6,-0.034000000000000086,5,6,-0.014000000000000012,5,3,8,-1,2,0,-1,-10,6
0,11,4,0.12,6,-1,0.31200000000000006,4,4,0.019000000000000017,0,7,7,15,3,5,-6,5,32
0,-4,-3,-0.03500000000000003,4,0,0.21000000000000002,10,16,-0.122,4,-3,1,0,2,3,0,-4,6
0,4,7,0.012000000000000066,4,-7,0.31600000000000006,-10,-12,0.0,0,1,1,-1,-3,0,3,6,2
0,5,-4,0.07900000000000007,-3,-6,-0.01200000000000001,6,10,-0.14,0,5,5,1,-2,-1,2,-6,13
0,5,23,-0.049000000000000044,1,3,-0.012000000000000066,-1,1,-0.08999999999999997,15,4,19,7,4,-8,-5,0,10
0,5,1,0.05099999999999999,5,-3,0.329,-6,-7,-0.018999999999999906,2,-6,-4,4,0,5,-5,-4,9
0,2,10,-0.033999999999999975,-2,-7,0.0779999999999999,3,5,-0.041000000000000036,3,-4,-1,8,4,-3,-6,-7,5
0,2,4,0.0010000000000000009,3,7,0.0050000000000000044,13,12,0.2640000000000001,8,10,18,3,6,-1,2,-1,20
0,4,-3,0.06400000000000006,1,2,0.047000000000000014,-1,-6,0.22199999999999998,-7,2,-5,2,7,0,-3,-3,8
0,2,-6,0.06,6,14,-0.044999999999999984,0,-1,0.031000000000000028,-3,5,2,4,1,4,1,2,10
0,0,-11,0.052999999999999936,6,12,0.05499999999999999,2,1,0.062000000000000055,-5,8,3,-2,2,13,1,0,8
0,0,-3,0.017000000000000015,5,1,0.20400000000000001,11,15,0.25,1,-2,-1,6,6,-4,-3,-4,16
0,-3,1,-0.03699999999999998,-4,-12,0.0,13,26,-0.28900000000000003,7,-2,5,1,1,-5,-1,-20,3
0,7,17,-0.010000000000000009,-5,0,-0.29400000000000004,-2,-4,0.050000000000000044,7,-2,5,4,3,0,-5,-4,7
0,2,-5,0.052000000000000046,4,6,0.08400000000000007,-2,3,-0.21399999999999997,5,8,13,4,-1,3,8,-1,6
0,5,9,0.017000000000000015,-4,-8,-0.06999999999999995,3,3,0.04399999999999993,6,1,7,11,2,7,-6,-3,9
0,5,4,0.04299999999999998,8,8,0.30000000000000004,4,3,0.05999999999999994,-1,2,1,-2,5,3,-7,7,22
0,-3,-11,0.025000000000000022,4,-2,0.18399999999999994,5,1,0.275,2,6,8,3,-3,5,9,0,3
0,10,6,0.09599999999999997,-1,1,-0.10900000000000001,-1,-6,0.21399999999999997,1,8,9,11,6,-3,-2,2,18
0,0,-10,0.04400000000000004,1,1,0.038000000000000006,4,3,0.10599999999999998,-7,4,-3,2,6,-2,-2,1,5
0,-5,3,-0.08000000000000002,3,8,0.01699999999999996,9,10,0.06700000000000006,3,-3,0,-2,1,-4,-3,-6,2
0,1,15,-0.06699999999999995,-2,-6,-0.02099999999999999,5,3,0.07600000000000007,8,3,11,-3,-2,-1,-8,-5,5
0,4,-4,0.08200000000000007,1,-1,0.07399999999999995,-1,4,-0.18000000000000005,-3,1,-2,-5,1,1,-3,-4,8
0,6,-1,0.08100000000000007,0,-10,0.118,0,-13,0.336,-4,9,5,-1,-1,5,2,8,12
0,3,-4,0.06099999999999994,-1,-1,-0.03799999999999998,15,16,0.15599999999999992,0,5,5,-8,5,-3,-7,-15,20
0,-1,-3,0.0040000000000000036,-1,-8,0.04199999999999998,10,15,-0.040000000000000036,9,12,21,12,-10,3,7,-9,7
0,6,-6,0.09700000000000003,-9,-28,0.051000000000000045,3,-1,0.20099999999999996,-9,4,-5,10,5,2,-2,2,6
0,5,-11,0.10800000000000004,3,1,0.096,2,6,-0.09399999999999997,-4,11,7,5,1,1,5,3,15
0,5,9,0.010000000000000009,-7,-13,-0.15000000000000002,0,-1,0.039000000000000035,2,-2,0,-6,1,0,-4,0,3
0,3,-1,0.03699999999999998,7,6,0.301,3,6,-0.05699999999999994,1,2,3,8,2,-4,0,-6,16
0,13,15,0.07500000000000001,4,4,0.142,-18,-24,0.10100000000000009,6,7,13,9,-2,-1,-2,13,12
0,2,-22,0.16299999999999992,-6,-11,-0.044999999999999984,9,11,0.039000000000000035,-12,10,-2,9,-3,3,6,-5,7
0,11,11,0.07999999999999996,9,15,0.194,-10,-11,-0.04600000000000015,6,1,7,11,0,2,-2,8,21
0,4,-15,0.129,4,3,0.247,4,4,0.04599999999999993,-9,13,4,5,-1,5,7,2,16
0,7,-4,0.10699999999999998,8,9,0.272,-1,-5,0.09900000000000009,-3,10,7,7,0,0,2,7,21
0,2,6,-0.016000000000000014,-1,-6,0.125,0,-3,0.10299999999999998,2,-2,0,0,3,-3,-1,0,3
0,2,11,-0.034999999999999976,8,21,-0.03600000000000003,-4,-4,-0.06299999999999994,8,2,10,4,6,-1,0,1,8
0,-4,-7,-0.007999999999999952,2,3,0.031000000000000028,9,13,-0.21099999999999997,1,5,6,-4,-2,-5,4,-3,3
0,6,3,0.05399999999999999,-2,-14,0.08299999999999996,-3,-3,-0.028999999999999915,-1,2,1,5,2,5,-5,0,7
0,7,-7,0.1259999999999999,8,19,-0.041000000000000036,7,5,0.138,-6,2,-4,12,7,9,-7,0,29
0,6,1,0.07100000000000001,-5,-13,-0.10999999999999999,3,2,0.06400000000000006,6,7,13,-6,1,0,1,7,10
0,-2,-2,-0.015000000000000013,0,-10,0.179,15,19,-0.027000000000000024,7,1,8,1,-4,-6,2,-6,11
0,0,7,-0.040000000000000036,-4,3,-0.20900000000000007,15,19,0.028000000000000025,8,-3,5,-1,8,-3,-10,-8,11
0,1,-26,0.16899999999999993,9,4,0.33,9,15,-0.17600000000000005,-10,12,2,8,1,3,6,-8,20
0,2,-1,0.030000000000000027,7,7,0.19300000000000006,2,3,-0.013000000000000012,-2,0,-2,10,0,1,-4,-2,13
0,1,-15,0.09100000000000003,0,2,-0.025000000000000022,2,4,-0.05999999999999994,-6,7,1,3,3,-3,3,1,4
0,12,-9,0.19199999999999995,4,5,0.131,-10,-12,-0.05599999999999994,-7,12,5,8,-3,8,4,9,18
0,4,-8,0.09500000000000003,5,6,0.19000000000000003,-2,-4,0.04799999999999993,-9,1,-8,4,-2,4,-3,4,11
0,6,1,0.07,2,6,-0.019000000000000017,-3,-4,-0.008000000000000007,4,4,8,12,-2,4,1,1,11
0,9,-3,0.125,4,0,0.286,17,23,-0.04200000000000004,4,16,20,3,1,7,-1,-8,39
0,11,-8,0.18499999999999994,0,-7,0.16200000000000003,-7,-13,0.17899999999999994,-16,3,-13,14,3,-1,-6,8,15
0,8,-13,0.15800000000000003,-1,-6,0.05700000000000005,11,15,-0.015000000000000013,-13,9,-4,6,0,6,-4,-7,26
0,5,0,0.059,-4,-8,-0.066,6,4,0.16200000000000003,-5,-1,-6,-2,6,-1,-4,-2,12
0,-1,-8,0.03400000000000003,1,3,-0.026000000000000023,7,3,0.14600000000000002,-3,5,2,6,2,2,1,4,6
0,-3,4,-0.06800000000000006,-1,-5,0.05299999999999999,14,12,0.23199999999999998,8,9,17,0,1,-2,0,-4,7
0,9,-5,0.13600000000000007,2,-7,0.358,9,10,0.039999999999999925,-2,6,4,9,1,3,-3,5,29
0,0,-1,0.006000000000000005,1,8,-0.15699999999999992,6,5,0.06700000000000006,-3,-4,-7,1,6,3,-7,0,7
0,11,15,0.06699999999999995,5,13,0.031000000000000028,0,-2,0.05399999999999994,14,15,29,12,-3,3,5,1,27
0,5,11,-0.0020000000000000573,1,-2,0.06399999999999995,-7,-4,-0.19399999999999995,2,-9,-7,6,7,-5,-8,3,4
0,1,-4,0.03799999999999992,-2,-18,0.22799999999999992,8,1,0.2859999999999999,-2,3,1,-4,-3,1,1,-2,8
0,8,-11,0.14200000000000002,3,1,0.09499999999999997,-3,-4,-0.03499999999999992,-13,5,-8,15,1,3,-3,6,16
0,5,1,0.05399999999999999,-1,-3,0.03200000000000003,3,5,-0.04700000000000004,5,11,16,-6,1,4,1,-3,12
0,8,-9,0.15200000000000008,4,-5,0.227,-6,0,-0.353,-2,6,4,16,-1,0,3,-1,14
0,-3,-3,-0.02199999999999991,-2,-1,-0.104,20,15,0.4640000000000001,5,10,15,-10,-6,-1,2,0,12
0,0,2,-0.008999999999999952,-6,-5,-0.18000000000000005,11,13,0.02399999999999991,2,-7,-5,5,1,-1,-6,-10,5
0,7,10,0.03700000000000003,5,17,0.026000000000000023,-2,0,-0.11099999999999999,2,-3,-1,7,6,3,-10,1,17
0,11,12,0.066,7,4,0.34099999999999997,-9,-11,-0.015000000000000013,4,-4,0,3,4,3,-5,4,20
0,3,1,0.030000000000000027,10,4,0.45300000000000007,-5,-7,0.16700000000000004,-4,0,-4,11,4,-5,-3,3,11
0,1,4,-0.006000000000000005,-5,-12,-0.07500000000000001,8,6,0.1269999999999999,-5,-9,-14,-3,5,-3,-11,-9,5
0,2,-1,0.02900000000000008,-3,-6,-0.016000000000000014,0,2,-0.11199999999999999,0,2,2,-9,3,-4,1,5,1
0,15,7,0.15899999999999997,8,9,0.389,-17,-18,-0.22099999999999997,-2,3,1,22,3,6,0,6,21
0,1,1,0.00599999999999995,-3,-5,-0.10199999999999998,3,4,0.0029999999999998916,1,2,3,6,1,-3,2,1,2
0,-2,-7,0.015000000000000013,5,14,0.0020000000000000018,14,9,0.30599999999999994,-1,9,8,-5,2,1,1,1,15
0,9,11,0.051000000000000045,-8,-9,-0.30100000000000005,-1,-5,0.09600000000000009,-4,-3,-7,0,11,1,-14,4,9
0,5,-7,0.09799999999999998,1,-6,0.174,2,3,0.0020000000000000018,-2,9,7,-1,1,0,4,3,13
0,5,3,0.04199999999999998,2,2,0.08899999999999997,-8,-9,-0.05900000000000005,3,4,7,4,-6,7,1,-4,4
0,-2,-16,0.062,2,1,0.11899999999999997,3,4,0.0050000000000000044,-3,4,1,6,-6,-2,10,-6,1
0,-5,-6,-0.03299999999999992,0,5,-0.08299999999999996,15,24,-0.05600000000000016,6,7,13,-4,2,-1,3,-4,5
0,-2,4,-0.03999999999999998,-1,0,-0.04999999999999999,8,6,0.08400000000000007,7,0,7,-11,-3,-1,1,0,3
0,0,-4,0.025000000000000022,4,7,0.040000000000000036,0,-3,0.06600000000000006,3,8,11,9,-4,5,6,-3,4
0,6,4,0.050000000000000044,-2,-11,0.14599999999999996,0,1,-0.050999999999999934,3,2,5,0,4,-1,-5,3,10
0,5,-7,0.09499999999999997,1,-3,0.22899999999999998,5,5,0.09999999999999998,1,4,5,12,0,3,1,0,16
0,0,0,-0.0,-7,-19,-0.02200000000000002,13,17,0.02299999999999991,1,6,7,-4,2,1,-4,-4,6
0,7,3,0.061,-7,-6,-0.22899999999999998,0,1,-0.05499999999999994,0,-3,-3,1,0,1,-7,0,7
0,0,-4,0.02100000000000002,1,6,-0.02300000000000002,6,6,0.04300000000000004,0,4,4,-4,-2,2,1,-9,7
